Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Luguentz Dort,24,SF,OKC,79,2246,350,11.1,9.6,0.05,0.05,0.071,0.457,34.8,32.4
Jrue Holiday,33,PG,BOS,69,2263,720,14.4,15.4,0.057,0.057,0.104,1.035,44.5,107.6
Max Strus,27,SF,CLE,70,2239,434,11.7,8.1,0.057,0.057,0.065,0.325,33.3,21.1
Obi Toppin,25,PF,IND,82,1730,343,16.5,18.5,0.067,0.067,0.122,0.467,38.4,57.0
Trey Murphy III,23,SF,NOP,57,1690,168,16.3,7.7,0.078,0.078,0.211,0.0,46.6,0.0
Herbert Jones,25,SF,NOP,76,2321,141,13.2,9.8,0.063,0.063,0.268,0.0,37.7,0.0
Reggie Jackson,33,PG,DEN,82,1817,117,11.7,5.1,0.059,0.059,0.05,0.475,41.0,23.8
Khris Middleton,32,SF,MIL,55,1487,230,17.0,20.4,0.088,0.088,0.176,0.2,52.6,35.2
Daniel Gafford,25,PF,"WAS, DAL",74,1815,445,25.0,20.4,"0.071, 0.098",0.082,0.133,0.692,31.3,0.0
Spencer Dinwiddie,30,PG,"BRK, LAL",76,2152,73,8.0,7.5,"0.061, 0.049",0.057,0.079,0.111,25.4,0.0
Ivica Zubac,26,C,LAC,68,1794,192,19.3,19.6,0.095,0.095,0.239,0.2,59.1,47.8
Payton Pritchard,26,PG,BOS,82,1825,355,15.3,10.9,0.06,0.06,0.074,1.035,46.8,76.6
Evan Mobley,22,PF,CLE,50,1532,422,20.1,18.9,0.098,0.098,0.152,0.325,57.3,49.4
Grant Williams,25,PF,"DAL, CHO",76,2130,0,13.9,,"0.032, 0.048",0.038,0.0,0.0,16.8,0.0
Georges Niang,30,PF,CLE,82,1831,121,9.9,-1.1,0.048,0.048,-0.009,0.325,28.1,-2.9
Kentavious Caldwell-Pope,30,SG,DEN,76,2402,420,10.7,8.4,0.054,0.054,0.082,0.475,37.5,38.9
Kelly Olynyk,32,C,"UTA, TOR",78,1759,0,17.4,,"0.068, 0.055",0.063,0,0.0,22.5,0.0
Josh Hart,28,SF,NYK,81,2707,548,11.8,14.1,0.054,0.054,0.095,0.447,32.9,42.5
Jaden McDaniels,23,SF,MIN,72,2105,537,9.4,13.1,0.046,0.046,0.106,0.56,31.4,59.4
Russell Westbrook,35,PG,LAC,68,1529,114,16.2,5.2,0.079,0.079,0.063,0.2,49.1,12.6
Eric Gordon,35,SG,PHO,68,1893,118,10.8,7.6,0.045,0.045,0.092,0.0,26.9,0.0
OG Anunoby,26,SF,"TOR, NYK",50,1702,324,13.0,13.9,"0.04, 0.06",0.049,0.094,0.447,23.4,0.0
T.J. McConnell,31,PG,IND,71,1291,348,20.9,20.0,0.085,0.085,0.132,0.467,48.7,61.6
Bruce Brown,27,PG,"IND, TOR",67,1866,0,10.9,,"0.05, 0.035",0.042,0.0,0.0,19.5,0.0
Sam Hauser,26,SF,BOS,79,1741,283,13.0,12.1,0.051,0.051,0.082,1.035,39.8,84.9
Taurean Prince,29,PF,LAL,78,2108,111,8.8,9.5,0.053,0.053,0.1,0.111,30.4,11.1
Simone Fontecchio,28,SF,"UTA, DET",66,1644,0,14.4,,"0.044, 0.052",0.046,0,0.0,14.8,0.0
Alec Burks,32,SG,"DET, NYK",66,1212,121,6.5,26.5,"0.054, 0.03",0.046,0.179,0.447,12.4,0.0
Terance Mann,27,SG,LAC,75,1873,187,12.0,10.4,0.059,0.059,0.127,0.2,36.7,25.4
Derrick Jones Jr.,26,SF,DAL,76,1783,647,11.7,11.2,0.046,0.046,0.073,0.692,28.1,50.5
Nickeil Alexander-Walker,25,SG,MIN,82,1921,378,10.9,8.7,0.054,0.054,0.07,0.56,36.9,39.2
Isaac Okoro,23,SF,CLE,69,1887,263,11.4,5.4,0.056,0.056,0.043,0.325,32.8,14.0
Caleb Martin,28,SF,MIA,64,1756,176,10.8,10.6,0.043,0.043,0.128,0.111,24.1,14.2
Isaiah Joe,24,SG,OKC,78,1445,173,13.4,11.5,0.061,0.061,0.085,0.457,42.4,38.8
Andrew Nembhard,24,PG,IND,68,1697,554,11.3,16.6,0.046,0.046,0.11,0.467,26.4,51.4
Royce O'Neale,30,SF,"BRK, PHO",79,1954,104,12.3,5.1,"0.047, 0.052",0.049,0.062,0.0,23.2,0.0
Wendell Carter Jr.,24,C,ORL,55,1406,185,15.9,10.5,0.079,0.079,0.096,0.273,45.3,26.2
Jalen Smith,23,C,IND,61,1047,42,20.7,12.5,0.084,0.084,0.083,0.467,48.1,0.0
Christian Braun,22,SG,DEN,82,1655,204,12.1,10.0,0.061,0.061,0.098,0.475,42.4,46.6
Paul Reed,24,C,PHI,82,1590,43,17.4,13.2,0.06,0.06,0.148,0.2,34.4,0.0
Marvin Bagley III,24,C,"DET, WAS",50,1053,0,20.5,,"0.065, 0.073",0.069,0,0.0,12.2,0.0
Isaiah Hartenstein,25,C,NYK,75,1896,388,18.9,16.4,0.087,0.087,0.111,0.447,53.1,49.6
Cameron Payne,29,PG,"MIL, PHI",78,1304,61,13.0,12.7,"0.065, 0.045",0.057,0.142,0.2,33.7,0.0
Precious Achiuwa,24,PF,"TOR, NYK",74,1624,184,14.5,12.4,"0.048, 0.067",0.061,0.084,0.447,32.0,0.0
Al Horford,37,C,BOS,65,1740,575,15.0,15.0,0.059,0.059,0.101,1.035,46.0,104.5
Miles McBride,23,PG,NYK,68,1328,347,13.1,11.2,0.06,0.06,0.076,0.447,36.6,34.0
Cason Wallace,20,SG,OKC,82,1692,198,12.0,7.6,0.055,0.055,0.056,0.457,38.2,25.6
Dalano Banton,24,PG,"BOS, POR",54,1047,0,14.0,,"0.039, 0.06",0.051,0.0,0.0,22.1,0.0
Aaron Wiggins,25,SG,OKC,78,1228,157,15.6,14.9,0.071,0.071,0.111,0.457,49.3,50.7
Peyton Watson,21,SF,DEN,80,1488,90,11.8,3.1,0.06,0.06,0.03,0.475,41.7,0.0
Jaden Hardy,21,SG,DAL,73,989,129,11.2,16.1,0.044,0.044,0.105,0.692,26.8,72.7
Jordan Hawkins,21,SG,NOP,67,1160,12,10.2,-12.4,0.049,0.049,-0.34,0.0,29.3,0.0
Kyle Anderson,30,PF,MIN,79,1782,231,12.7,14.5,0.063,0.063,0.117,0.56,43.0,65.5
Gordon Hayward,33,SF,"CHO, OKC",51,1245,46,10.3,5.0,"0.049, 0.047",0.048,0.037,0.457,22.8,0.0
Kyle Lowry,37,PG,"MIA, PHI",60,1690,175,11.0,11.4,"0.043, 0.038",0.041,0.128,0.2,23.2,0.0
Kevin Love,35,PF,MIA,55,924,32,18.5,11.6,0.074,0.074,0.14,0.111,41.5,0.0
Sam Merrill,27,SG,CLE,61,1069,125,13.1,8.0,0.064,0.064,0.064,0.325,37.4,20.8
Dereck Lively II,19,C,DAL,55,1294,462,18.1,19.3,0.071,0.071,0.125,0.692,43.3,86.5
Josh Green,23,SG,DAL,57,1505,399,9.9,12.0,0.039,0.039,0.078,0.692,23.8,54.0
Naji Marshall,26,SF,NOP,66,1257,84,12.7,13.9,0.061,0.061,0.381,0.0,36.5,0.0
Amir Coffey,26,SF,LAC,70,1460,112,10.0,1.2,0.049,0.049,0.015,0.2,30.5,3.0
Ochai Agbaji,23,SG,"UTA, TOR",78,1641,0,7.1,,"0.032, 0.023",0.029,0,0.0,10.3,0.0
Patrick Beverley,35,PG,"PHI, MIL",73,1462,210,11.4,11.5,"0.04, 0.059",0.047,0.099,0.2,27.3,0.0
Pat Connaughton,31,SF,MIL,76,1676,124,9.6,11.7,0.05,0.05,0.101,0.2,29.9,20.2
Dante Exum,28,PG,DAL,55,1088,144,13.7,7.7,0.054,0.054,0.05,0.692,32.9,34.6
De'Anthony Melton,25,SG,PHI,38,1023,7,13.4,-7.3,0.046,0.046,-0.082,0.2,26.4,0.0
Haywood Highsmith,27,PF,MIA,66,1366,126,11.1,3.4,0.044,0.044,0.041,0.111,24.7,4.6
Jose Alvarado,25,PG,NOP,56,1028,62,12.5,-0.2,0.06,0.06,-0.005,0.0,35.9,0.0
Jonathan Isaac,26,PF,ORL,58,914,147,19.2,13.6,0.095,0.095,0.125,0.273,54.4,34.1
Isaiah Jackson,22,C,IND,59,771,154,21.5,18.1,0.088,0.088,0.12,0.467,50.4,56.0
Tre Mann,22,PG,"OKC, CHO",41,987,0,13.7,,"0.065, 0.047",0.053,0.0,0.0,22.5,0.0
Malachi Flynn,25,PG,"TOR, NYK, DET",69,876,0,14.4,,"0.032, 0.058, 0.052",0.044,0.0,0.0,14.7,0.0
Drew Eubanks,26,C,PHO,75,1169,37,14.4,13.1,0.061,0.061,0.159,0.0,36.5,0.0
Daniel Theis,31,C,"IND, LAC",60,1015,4,14.5,35.8,"-0.028, 0.071",0.069,0.436,0.2,43.2,0.0
Gary Harris,29,SG,ORL,54,1297,159,9.4,4.9,0.047,0.047,0.045,0.273,26.9,12.3
Jordan Nwora,25,SF,"IND, TOR",52,712,0,14.2,,"0.05, 0.045",0.047,0.0,0.0,18.9,0.0
Quentin Grimes,23,SG,"NYK, DET",51,1025,0,3.9,,"0.044, 0.014",0.04,0.0,0.0,24.0,0.0
Dyson Daniels,20,PG,NOP,61,1358,17,12.0,4.4,0.057,0.057,0.121,0.0,34.1,0.0
Doug McDermott,32,SF,"SAS, IND",64,904,64,7.7,8.6,"0.045, 0.031",0.041,0.057,0.467,13.7,0.0
Larry Nance Jr.,31,C,NOP,61,1216,84,14.9,15.9,0.071,0.071,0.436,0.0,42.5,0.0
Markelle Fultz,25,PG,ORL,43,910,106,12.6,12.6,0.062,0.062,0.115,0.273,35.5,31.4
Luke Kornet,28,C,BOS,63,983,133,19.8,17.5,0.078,0.078,0.118,1.035,60.8,122.1
Chimezie Metu,26,C,"PHO, DET",51,859,0,12.6,,"0.059, 0.045",0.055,0.0,0.0,27.7,0.0
Kenrich Williams,29,PF,OKC,69,1029,32,11.9,4.6,0.054,0.054,0.034,0.457,37.5,0.0
Nicolas Batum,35,PF,"LAC, PHI",60,1529,170,10.3,9.4,"0.048, 0.036",0.037,0.105,0.2,21.1,0.0
Anthony Black,20,PG,ORL,69,1164,11,8.4,16.2,0.042,0.042,0.148,0.273,24.1,0.0
Marcus Morris,34,PF,"PHI, CLE",49,817,138,8.0,11.7,"0.036, 0.039",0.037,0.094,0.325,21.2,0.0
Jae Crowder,33,PF,MIL,50,1156,42,8.9,5.5,0.046,0.046,0.048,0.2,27.5,0.0
Goga Bitadze,24,C,ORL,62,957,10,17.8,-0.4,0.088,0.088,-0.004,0.273,50.4,0.0
Jaxson Hayes,23,C,LAL,70,877,24,14.0,0.0,0.085,0.085,0.0,0.111,48.7,0.0
Joe Ingles,36,SF,ORL,68,1169,68,10.6,12.1,0.053,0.053,0.111,0.273,30.4,0.0
Dean Wade,27,PF,CLE,54,1108,63,10.2,5.3,0.05,0.05,0.043,0.325,29.2,0.0
Danilo Gallinari,35,SF,"WAS, DET, MIL",49,630,37,7.7,11.5,"0.048, 0.084, 0.04",0.05,0.099,0.2,14.7,0.0
Josh Okogie,25,SG,PHO,60,960,29,12.0,12.5,0.051,0.051,0.152,0.0,30.5,0.0
Jaylin Williams,21,C,OKC,69,897,127,12.7,16.5,0.058,0.058,0.123,0.457,40.3,56.2
Bones Hyland,23,PG,LAC,37,540,12,10.8,34.0,0.053,0.053,0.414,0.2,33.0,0.0
Caleb Houstan,21,SF,ORL,59,815,14,8.3,9.9,0.041,0.041,0.091,0.273,23.5,0.0
A.J. Green,24,SG,MIL,56,614,67,10.5,4.4,0.054,0.054,0.038,0.2,32.3,0.0
Ben Sheppard,22,SG,IND,57,814,335,8.1,8.3,0.033,0.033,0.055,0.467,18.9,25.7
Troy Brown Jr.,24,SF,"MIN, DET",59,827,0,5.9,,"0.057, 0.021",0.044,0.0,0.0,25.8,0.0
Mason Plumlee,33,C,LAC,46,674,66,15.8,12.1,0.077,0.077,0.147,0.2,47.9,0.0
Justin Holiday,34,SG,DEN,58,862,150,9.7,5.3,0.049,0.049,0.052,0.475,34.1,24.7
Julian Strawther,21,SF,DEN,50,545,16,8.2,4.3,0.042,0.042,0.042,0.475,29.2,0.0
Seth Curry,33,SG,"DAL, CHO",44,616,0,13.5,,"0.034, 0.046",0.036,0.0,0.0,19.1,0.0
KJ Martin,23,SF,"LAC, PHI",60,746,0,10.0,,"0.034, 0.035",0.035,0.0,0.2,20.1,0.0
Bol Bol,24,PF,PHO,43,469,13,18.7,5.6,0.079,0.079,0.068,0.0,47.2,0.0
Evan Fournier,31,SG,"NYK, DET",32,580,0,8.9,,"0.01, 0.032",0.03,0.0,0.0,5.5,0.0
Thomas Bryant,26,C,MIA,38,441,18,19.0,23.4,0.076,0.076,0.282,0.111,42.6,0.0
Shake Milton,27,SG,"MIN, DET, NYK",48,581,22,13.8,3.9,"0.041, 0.053, 0.064",0.045,0.026,0.447,27.8,0.0
MarJon Beauchamp,23,SF,MIL,48,608,10,9.7,-0.9,0.05,0.05,-0.008,0.2,29.9,0.0
Delon Wright,31,PG,"WAS, MIA",47,742,107,12.9,15.5,"0.05, 0.051",0.05,0.187,0.111,14.9,0.0
Dwight Powell,32,C,DAL,63,836,44,14.5,5.1,0.057,0.057,0.033,0.692,34.8,0.0
Oshae Brissett,25,SF,BOS,55,630,55,12.8,15.3,0.05,0.05,0.103,1.035,39.0,0.0
Richaun Holmes,30,PF,"DAL, WAS",40,555,0,14.9,,"0.054, 0.053",0.054,0.0,0.0,23.1,0.0
Keita Bates-Diop,28,SF,"PHO, BRK",53,665,0,13.4,,"0.048, 0.06",0.051,0.0,0.0,27.3,0.0
Jordan McLaughlin,27,PG,MIN,56,626,30,15.5,-5.8,0.076,0.076,-0.047,0.56,51.9,0.0
Maxi Kleber,32,C,DAL,43,871,219,8.8,7.7,0.034,0.034,0.05,0.692,20.7,34.6
Zeke Nnaji,23,PF,DEN,58,576,14,12.4,9.9,0.063,0.063,0.097,0.475,43.8,0.0
Mitchell Robinson,25,C,NYK,31,768,115,16.1,15.5,0.074,0.074,0.105,0.447,45.1,46.9
Brandon Boston Jr.,22,SF,LAC,32,345,10,8.7,16.0,0.043,0.043,0.195,0.2,26.7,0.0
Monte Morris,28,PG,"DET, MIN",33,476,67,13.9,6.6,"0.031, 0.069",0.062,0.053,0.56,39.5,0.0
Jaden Springer,21,PG,"PHI, BOS",49,507,22,10.9,4.9,"0.037, 0.043",0.039,0.033,1.035,25.5,0.0
Svi Mykhailiuk,26,SF,BOS,41,413,32,11.7,-0.2,0.046,0.046,-0.001,1.035,35.9,0.0
Tristan Thompson,32,C,CLE,49,549,87,13.9,12.5,0.068,0.068,0.1,0.325,39.8,0.0
Mike Muscala,32,C,"WAS, DET, OKC",53,600,0,4.3,,"0.027, 0.032, 0.02",0.026,0.0,0.457,7.8,0.0
Skylar Mays,26,SG,"POR, LAL",38,433,0,12.3,,"0.051, 0.075",0.062,0.0,0.111,26.4,0.0
Neemias Queta,24,C,BOS,28,333,13,22.9,17.4,0.09,0.09,0.118,1.035,70.2,0.0
Nassir Little,23,SF,PHO,45,458,14,9.9,13.4,0.042,0.042,0.163,0.0,25.1,0.0
Matt Ryan,26,SF,NOP,28,390,3,9.0,-9.1,0.043,0.043,-0.249,0.0,25.7,0.0
Aleksej Pokusevski,22,PF,"OKC, CHO",28,405,0,14.5,,"0.011, 0.05",0.036,0.0,0.0,11.0,0.0
DeAndre Jordan,35,C,DEN,36,396,13,16.0,17.3,0.081,0.081,0.169,0.475,56.3,0.0
Lindy Waters III,26,SG,OKC,38,280,9,15.3,-3.0,0.07,0.07,-0.022,0.457,48.6,0.0
Thaddeus Young,35,PF,"TOR, PHO",33,439,4,15.1,0.0,"0.051, 0.064",0.055,0.0,0.0,22.4,0.0
A.J. Lawson,23,SG,DAL,42,311,30,11.2,11.1,0.044,0.044,0.072,0.692,26.8,0.0
Ousmane Dieng,20,PF,OKC,33,365,7,10.1,5.4,0.046,0.046,0.04,0.457,32.0,0.0
Robert Covington,33,SF,"LAC, PHI",29,488,0,14.1,,"0.052, 0.049",0.049,0.0,0.2,28.5,0.0
Patty Mills,35,PG,"ATL, MIA",32,415,52,7.9,7.7,"0.033, 0.031",0.032,0.093,0.111,15.7,0.0
Andre Jackson Jr.,22,SG,MIL,57,572,60,8.5,14.2,0.044,0.044,0.123,0.2,26.3,0.0
Olivier-Maxence Prosper,21,PF,DAL,40,336,9,11.6,-1.1,0.045,0.045,-0.007,0.692,27.4,0.0
Jarace Walker,20,PF,IND,33,340,31,11.8,0.6,0.048,0.048,0.004,0.467,27.5,0.0
Jeremiah Robinson-Earl,23,PF,NOP,39,334,5,11.8,14.0,0.056,0.056,0.384,0.0,33.5,0.0
Damian Jones,28,C,CLE,39,270,9,15.8,5.7,0.077,0.077,0.046,0.325,45.0,0.0
Chuma Okeke,25,SF,ORL,47,432,10,6.9,23.9,0.034,0.034,0.219,0.273,19.5,0.0
Luka Garza,25,C,MIN,25,122,26,21.8,48.4,0.107,0.107,0.392,0.56,0.0,0.0
Orlando Robinson,23,C,MIA,36,304,2,14.0,2.3,0.056,0.056,0.028,0.111,31.4,0.0
Jericho Sims,25,C,NYK,45,585,27,10.9,23.0,0.05,0.05,0.156,0.447,30.5,0.0
Kobe Brown,24,PF,LAC,44,394,10,7.6,3.9,0.037,0.037,0.048,0.2,23.0,0.0
Kira Lewis Jr.,22,PG,"NOP, TOR, UTA",28,265,0,12.3,,"0.027, -0.023, 0.048",0.034,0.0,0.0,16.2,0.0
Markieff Morris,34,PF,DAL,26,216,12,6.6,-4.2,0.026,0.026,-0.027,0.692,15.9,0.0
Harry Giles,25,C,"BRK, LAL",23,100,0,-1.0,,"0.083, -0.006",0.056,0.0,0.111,0.0,0.0
P.J. Tucker,38,PF,"PHI, LAC",31,486,31,6.1,8.3,"0.016, 0.03",0.029,0.101,0.2,17.7,0.0
Josh Minott,21,SF,MIN,32,91,18,20.4,7.2,0.101,0.101,0.058,0.56,0.0,0.0
Darius Bazley,23,PF,"PHI, UTA",9,152,0,14.9,,"-0.006, 0.058",0.037,0.0,0.0,0.0,0.0
Ryan Rollins,21,PG,"WAS, MIL",13,78,0,18.5,,"0.081, 0.096",0.084,0.0,0.2,0.0,0.0
Dylan Windler,27,SF,"NYK, LAL, ATL",17,108,0,13.4,,"0.071, 0.097, 0.067",0.082,0.0,0.0,0.0,0.0
Jalen Pickett,24,SG,DEN,27,122,11,9.7,17.0,0.049,0.049,0.166,0.475,0.0,0.0
T.J. Warren,30,SF,MIN,11,125,11,9.2,4.1,0.045,0.045,0.033,0.56,0.0,0.0
Marques Bolden,25,C,"MIL, CHO",11,121,0,16.4,,"0.016, 0.056",0.049,0.0,0.0,0.0,0.0
Gabe Vincent,27,PG,LAL,11,218,69,3.1,-0.4,0.019,0.019,-0.004,0.111,10.9,0.0
Taj Gibson,38,PF,"NYK, DET",20,204,0,17.6,,"0.015, 0.063",0.025,0.0,0.0,9.5,0.0
Thanasis Antetokounmpo,31,PF,MIL,34,155,5,5.5,15.7,0.028,0.028,0.136,0.2,0.0,0.0
Jett Howard,20,SF,ORL,18,67,10,8.6,9.0,0.043,0.043,0.082,0.273,0.0,0.0
Leonard Miller,20,SF,MIN,17,52,7,27.0,5.6,0.133,0.133,0.045,0.56,0.0,0.0
Chris Livingston,20,SF,MIL,21,90,6,6.9,3.3,0.036,0.036,0.029,0.2,0.0,0.0
Ish Wainright,29,SF,"POR, PHO",11,62,0,5.2,,"0.044, 0.022",0.036,0.0,0.0,0.0,0.0
Kendall Brown,20,SG,IND,15,63,25,7.6,-2.2,0.031,0.031,-0.015,0.467,0.0,0.0
Jamaree Bouyea,24,PG,"POR, SAS",9,95,0,11.1,,"-0.021, 0.052",0.003,0,0.0,0.0,0.0
Hunter Tyson,23,PF,DEN,18,48,14,6.0,-6.8,0.03,0.03,-0.066,0.475,0.0,0.0
Wendell Moore Jr.,22,SG,MIN,25,75,18,8.6,9.3,0.042,0.042,0.075,0.56,0.0,0.0
Jordan Walsh,19,SF,BOS,9,83,11,8.4,2.2,0.033,0.033,0.015,1.035,0.0,0.0
Alex Fudge,20,SF,"LAL, DAL",6,40,0,16.2,,"-0.012, 0.063",0.013,0.0,0.692,0.0,0.0
