Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Jason Kapono,26,SF,TOR,81,1530,152,10.8,18.6,0.05,0.05,0.149,0.111,25.0,16.5
Nick Young,22,SG,WAS,75,1158,17,11.6,1.3,0.067,0.067,0.015,0.2,35.1,0.0
Luther Head,25,SG,HOU,73,1379,44,13.6,-6.4,0.057,0.057,-0.054,0.2,38.2,0.0
Bobby Jackson,34,PG,"NOH, HOU",72,1389,138,14.6,5.5,"0.068, 0.061",0.065,0.046,0.2,44.5,0.0
Jarvis Hayes,26,SF,DET,82,1287,61,13.0,7.1,0.056,0.056,0.054,0.6,40.3,0.0
Anthony Carter,32,PG,DEN,70,1960,61,12.8,7.3,0.07,0.07,0.081,0.0,42.7,0.0
James Posey,31,PF,BOS,74,1821,573,12.0,14.2,0.062,0.062,0.097,0.793,49.9,76.9
Kendrick Perkins,23,C,BOS,78,1912,631,13.3,13.1,0.069,0.069,0.089,0.793,55.5,70.6
Luke Walton,27,SF,LAL,74,1729,353,12.3,13.2,0.054,0.054,0.107,0.784,37.5,83.9
Ronny Turiaf,25,C,LAL,78,1458,187,15.0,5.3,0.066,0.066,0.043,0.784,45.9,33.7
Delonte West,24,PG,"SEA, CLE",61,1533,453,14.1,11.5,"0.057, 0.065",0.06,0.101,0.447,23.2,0.0
Darius Songaila,29,C,WAS,80,1554,77,11.8,9.5,0.068,0.068,0.106,0.2,35.6,0.0
Tony Allen,26,SG,BOS,75,1373,65,10.7,10.8,0.055,0.055,0.074,0.793,44.3,0.0
Bruce Bowen,36,SF,SAS,81,2448,508,7.0,7.0,0.036,0.036,0.055,0.533,24.6,29.3
Leon Powe,24,C,BOS,56,809,270,20.9,14.6,0.108,0.108,0.1,0.793,86.9,79.3
Kurt Thomas,35,PF,"SEA, SAS",70,1584,268,11.1,9.2,"0.093, 0.057",0.079,0.072,0.533,29.2,0.0
Erick Dampier,32,C,DAL,72,1755,95,15.3,6.9,0.07,0.07,0.075,0.111,43.5,0.0
Damon Jones,31,SG,CLE,67,1336,26,11.3,-3.3,0.052,0.052,-0.029,0.447,28.5,0.0
Rodney Stuckey,21,PG,DET,57,1081,380,13.8,14.5,0.059,0.059,0.111,0.6,42.5,66.6
Carlos Arroyo,28,PG,ORL,62,1269,30,12.8,4.5,0.07,0.07,0.042,0.371,44.4,0.0
Reggie Evans,27,PF,PHI,81,1879,148,11.0,11.4,0.066,0.066,0.125,0.2,32.2,25.0
Ime Udoka,30,PF,SAS,73,1316,236,11.5,15.3,0.059,0.059,0.12,0.533,40.3,64.0
Rodney Carney,23,SF,PHI,70,1039,84,12.1,15.9,0.073,0.073,0.174,0.2,35.6,0.0
Kris Humphries,22,PF,TOR,70,925,2,15.7,0.0,0.073,0.073,0.0,0.111,36.5,0.0
Fabricio Oberto,32,C,SAS,82,1644,331,13.8,9.4,0.071,0.071,0.074,0.533,48.5,39.4
Ronald Murray,28,PG,"DET, IND",42,874,0,13.1,,"0.057, 0.062",0.06,0.0,0.0,33.5,0.0
Anthony Johnson,33,PG,"ATL, SAC",69,1531,0,8.9,,"0.066, 0.045",0.058,0.0,0.0,26.3,0.0
Antoine Wright,23,SG,"NJN, DAL",56,1232,7,9.0,-14.2,"0.042, 0.041",0.042,-0.155,0.111,19.6,0.0
Ben Wallace,33,PF,"CHI, CLE",72,2205,304,12.4,12.5,"0.058, 0.057",0.058,0.109,0.447,25.8,0.0
Stromile Swift,28,PF,"MEM, NJN",56,844,0,12.7,,"0.075, 0.064",0.071,0,0.0,22.5,0.0
Carl Landry,24,PF,HOU,42,711,106,21.4,19.7,0.09,0.09,0.165,0.2,60.4,33.0
Jason Smith,21,PF,PHI,76,1107,82,10.7,12.8,0.064,0.064,0.14,0.2,31.2,0.0
Malik Allen,29,PF,"NJN, DAL",73,1096,18,9.1,-6.5,"0.051, 0.042",0.048,-0.071,0.111,22.9,0.0
Matt Bonner,27,PF,SAS,68,853,9,12.4,26.8,0.064,0.064,0.211,0.533,43.7,0.0
Zaza Pachulia,23,C,ATL,62,944,105,11.0,2.9,0.061,0.061,0.035,0.273,27.5,9.6
Damon Stoudamire,34,PG,"MEM, SAS",60,1037,35,4.6,11.4,"0.056, 0.024",0.039,0.09,0.533,15.7,0.0
Glen Davis,22,C,BOS,69,940,137,11.3,8.4,0.059,0.059,0.057,0.793,47.5,45.2
Jacque Vaughn,32,PG,SAS,74,1139,91,9.2,-2.6,0.048,0.048,-0.02,0.533,32.8,0.0
C.J. Miles,20,SG,UTA,60,689,26,14.2,8.2,0.077,0.077,0.067,0.4,50.7,0.0
Tyronn Lue,30,PG,"ATL, DAL",50,736,2,9.2,18.4,"0.07, 0.042",0.06,0.2,0.111,29.7,0.0
Javaris Crittenton,20,SG,"LAL, MEM",50,679,0,11.0,,"0.048, 0.052",0.05,0.0,0.0,22.5,0.0
Arron Afflalo,22,SG,DET,75,970,84,10.2,6.7,0.044,0.044,0.051,0.6,31.7,0.0
Mike James,32,PG,"HOU, NOH",54,720,28,5.7,13.0,"0.04, 0.03",0.036,0.101,0.475,24.4,0.0
Aaron Brooks,23,PG,HOU,51,608,50,13.1,5.8,0.055,0.055,0.049,0.2,36.9,0.0
Juan Dixon,29,PG,"TOR, DET",53,668,7,12.4,-12.3,"0.05, 0.053",0.051,-0.094,0.6,29.2,0.0
Kirk Snyder,24,SF,"HOU, MIN",36,761,0,13.2,,"0.061, 0.073",0.07,0.0,0.0,24.9,0.0
Shelden Williams,24,PF,"ATL, SAC",64,776,0,14.2,,"0.054, 0.071",0.061,0.0,0.0,28.1,0.0
Gilbert Arenas,26,PG,WAS,13,425,94,18.2,11.2,0.105,0.105,0.125,0.2,55.0,0.0
Marcus Banks,26,PG,"PHO, MIA",36,569,0,15.5,,"0.05, 0.059",0.053,0.0,0.0,26.0,0.0
Brian Cook,27,PF,"LAL, ORL",51,629,0,9.5,,"0.005, 0.052",0.046,0.0,0.371,29.5,0.0
Chuck Hayes,24,PF,HOU,79,1575,108,11.2,11.0,0.047,0.047,0.092,0.2,31.5,18.4
Acie Law,23,PG,ATL,56,865,61,7.7,12.7,0.042,0.042,0.152,0.273,18.9,0.0
Ronnie Price,24,PG,UTA,61,588,68,12.3,15.7,0.066,0.066,0.129,0.4,43.5,0.0
DeSagana Diop,26,C,"DAL, NJN",79,1295,0,10.4,,"0.062, 0.052",0.059,0.0,0.0,32.8,0.0
Julian Wright,20,SF,NOH,57,640,131,15.4,15.5,0.081,0.081,0.12,0.475,55.3,57.0
Brent Barry,36,SF,SAS,31,554,227,16.7,14.2,0.086,0.086,0.112,0.533,58.7,59.7
Amir Johnson,20,PF,DET,62,764,43,17.5,23.2,0.075,0.075,0.177,0.6,54.0,0.0
Brian Skinner,31,C,PHO,66,844,21,11.4,14.3,0.056,0.056,0.153,0.111,37.6,0.0
Francisco Elson,31,C,"SAS, SEA",63,813,0,3.8,,"0.044, 0.022",0.036,0.0,0.0,21.4,0.0
Melvin Ely,29,C,NOH,52,621,59,9.0,1.2,0.048,0.048,0.009,0.475,32.8,0.0
Salim Stoudamire,25,PG,ATL,35,402,28,11.1,8.2,0.061,0.061,0.098,0.273,27.5,0.0
Devean George,30,SF,DAL,53,821,62,7.0,13.6,0.032,0.032,0.148,0.111,19.9,0.0
Trevor Ariza,22,SF,"ORL, LAL",35,546,45,17.1,15.5,"0.069, 0.075",0.073,0.126,0.784,49.5,0.0
J.J. Barea,23,PG,DAL,44,460,5,11.7,71.7,0.054,0.054,0.781,0.111,33.6,0.0
Ira Newble,33,SF,"CLE, SEA, LAL",49,698,1,10.0,0.0,"0.046, 0.003, 0.044",0.044,0.0,0.784,24.9,0.0
Kwame Brown,25,C,"LAL, MEM",38,713,0,11.1,,"0.042, 0.052",0.046,0.0,0.0,23.2,0.0
Hilton Armstrong,23,C,NOH,65,732,72,7.7,14.5,0.041,0.041,0.112,0.475,28.0,0.0
Bobby Jones,24,SF,"DEN, MEM, HOU, MIA, SAS",47,531,0,3.4,,"0.046, 0.057, 0.025, 0.042, 0.018",0.044,0.0,0.533,21.0,0.0
Eddie Jones,36,SG,DAL,47,922,22,7.6,6.6,0.035,0.035,0.072,0.111,21.8,0.0
Jason Hart,29,PG,UTA,57,606,6,8.0,8.0,0.043,0.043,0.066,0.4,28.3,0.0
Smush Parker,26,PG,"MIA, LAC",28,592,0,7.6,,"0.021, 0.036",0.031,0,0.0,8.1,0.0
Adonal Foyle,32,C,ORL,82,774,11,9.9,-6.9,0.054,0.054,-0.064,0.371,34.2,0.0
Yakhouba Diawara,25,SG,DEN,54,542,8,8.1,8.8,0.044,0.044,0.097,0.0,26.8,0.0
Gerald Green,22,SF,"MIN, HOU",30,362,0,76.3,,"0.044, 0.321",0.053,0.0,0.2,18.6,0.0
Walter Herrmann,28,PF,"CHA, DET",45,373,27,14.0,1.6,"0.069, 0.06",0.063,0.012,0.6,37.0,0.0
JJ Redick,23,SG,ORL,34,276,10,12.7,-17.0,0.069,0.069,-0.158,0.371,43.7,0.0
Jason Collins,29,C,"NJN, MEM",74,1172,0,5.4,,"0.01, 0.025",0.016,0,0.0,5.2,0.0
Joey Graham,25,SF,TOR,38,331,2,10.3,-40.5,0.048,0.048,-0.325,0.111,24.0,0.0
Steve Novak,24,SF,HOU,35,264,21,17.3,20.3,0.073,0.073,0.17,0.2,49.0,0.0
Oleksiy Pecherov,22,C,WAS,35,320,8,9.6,21.5,0.056,0.056,0.24,0.2,29.3,0.0
Trenton Hassell,28,SG,"DAL, NJN",63,773,0,3.5,,"0.022, 0.018",0.02,0.0,0.0,11.1,0.0
Jarron Collins,29,C,UTA,70,702,20,6.1,7.1,0.033,0.033,0.058,0.4,21.7,0.0
Dikembe Mutombo,41,C,HOU,39,619,123,14.5,17.0,0.061,0.061,0.142,0.2,40.9,28.4
Ryan Bowen,32,SF,NOH,53,660,39,9.9,8.8,0.052,0.052,0.068,0.475,35.5,0.0
Shannon Brown,22,SG,"CLE, CHI",21,240,0,-11.8,,"0.037, -0.058",0.01,0.0,0.0,7.8,0.0
Chucky Atkins,33,SG,DEN,24,352,3,8.9,-7.8,0.049,0.049,-0.086,0.0,29.9,0.0
Robert Horry,37,PF,SAS,45,583,154,9.6,4.4,0.05,0.05,0.035,0.533,34.2,18.7
Theo Ratliff,34,C,"MIN, DET",26,437,131,11.6,8.5,"0.068, 0.05",0.057,0.065,0.6,29.2,0.0
Nick Fazekas,22,PF,"DAL, LAC",26,269,0,19.8,,"0.063, 0.093",0.088,0.0,0.0,28.1,0.0
Donyell Marshall,34,PF,"CLE, SEA",26,340,0,10.9,,"0.039, 0.064",0.053,0.0,0.0,18.1,0.0
Dominic McGuire,22,SG,WAS,70,695,15,6.6,14.5,0.038,0.038,0.162,0.2,19.9,0.0
D.J. Mbenga,27,C,"GSW, LAL",42,326,30,11.2,15.2,"0.034, 0.049",0.043,0.123,0.784,28.7,0.0
Chris Mihm,28,C,LAL,23,278,3,7.7,-42.9,0.034,0.034,-0.347,0.784,23.6,0.0
Dwayne Jones,24,PF,CLE,56,472,20,11.1,6.6,0.051,0.051,0.058,0.447,28.0,0.0
D.J. Strawberry,22,SG,PHO,33,270,5,6.2,-32.2,0.03,0.03,-0.345,0.111,20.1,0.0
Kevin Ollie,35,SG,PHI,40,300,19,9.7,15.4,0.058,0.058,0.168,0.2,28.3,0.0
Pat Garrity,31,PF,ORL,31,284,6,3.2,-3.9,0.017,0.017,-0.036,0.371,10.8,0.0
Adrian Griffin,33,SF,"CHI, SEA",35,307,0,9.3,,"0.042, 0.055",0.047,0,0.0,15.6,0.0
Mike Harris,24,PF,HOU,17,159,9,17.1,15.9,0.072,0.072,0.133,0.2,0.0,0.0
Sean Marks,32,C,PHO,19,130,3,16.1,0.0,0.079,0.079,0.0,0.111,0.0,0.0
Mario West,23,SG,ATL,64,269,6,8.6,7.3,0.047,0.047,0.088,0.273,21.2,0.0
Lindsey Hunter,37,PG,DET,24,215,115,8.8,8.5,0.038,0.038,0.065,0.6,27.4,39.0
Juwan Howard,34,PF,DAL,50,353,11,4.1,-9.1,0.019,0.019,-0.099,0.111,11.8,0.0
Jamaal Magloire,29,C,"NJN, DAL",31,286,0,-1.9,,"0.009, -0.009",0.005,0.0,0.111,1.6,0.0
Maurice Ager,23,SG,"DAL, NJN",26,165,0,7.1,,"-0.02, 0.036",0.01,0.0,0.0,0.0,0.0
Von Wafer,22,SG,"DEN, POR",29,154,0,4.7,,"-0.009, 0.031",0.002,0.0,0.0,0.0,0.0
Maceo Baston,32,PF,TOR,15,103,1,17.6,55.6,0.082,0.082,0.447,0.111,0.0,0.0
Jeremy Richardson,23,SF,"MEM, SAS, ATL",27,132,6,5.8,-8.9,"-0.085, 0.057, 0.032",0.024,-0.107,0.273,0.0,0.0
Mike Wilks,28,PG,"DEN, WAS, SEA",15,188,0,17.7,,"0.035, 0.058, 0.104",0.055,0.0,0.0,0.0,0.0
James Augustine,23,PF,ORL,25,149,2,10.8,54.8,0.059,0.059,0.51,0.371,0.0,0.0
P.J. Brown,38,PF,BOS,18,209,341,10.2,8.2,0.053,0.053,0.056,0.793,42.7,44.4
Steven Hunter,26,C,DEN,19,120,5,8.6,-1.9,0.047,0.047,-0.021,0.0,0.0,0.0
Eric Piatkowski,37,SF,PHO,16,113,2,8.3,-8.9,0.041,0.041,-0.095,0.111,0.0,0.0
Eddie Gill,29,PG,"NJN, SEA",14,154,0,-18.9,,"0.06, -0.111",0.048,0,0.0,0.0,0.0
Solomon Jones,23,PF,ATL,35,145,29,6.8,6.9,0.037,0.037,0.083,0.273,0.0,0.0
Justin Williams,23,C,"SAC, HOU",23,123,0,-13.0,,"0.073, -0.055",0.067,0.0,0.2,0.0,0.0
Coby Karl,24,SG,LAL,17,71,2,15.8,8.4,0.069,0.069,0.068,0.784,0.0,0.0
Taurean Green,21,SG,"POR, DEN",17,74,0,8.8,,"0.038, 0.048",0.043,0.0,0.0,0.0,0.0
Linton Johnson,27,PF,"PHO, TOR",8,63,0,1.1,,"0.047, 0.005",0.037,0.0,0.111,0.0,0.0
Lou Amundson,25,PF,PHI,16,64,10,7.4,33.9,0.044,0.044,0.371,0.2,0.0,0.0
Marcin Gortat,23,C,ORL,6,41,48,19.8,10.6,0.108,0.108,0.099,0.371,0.0,0.0
Demetris Nichols,23,SF,"CLE, CHI",14,44,0,7.0,,"-0.096, 0.034",0.006,0.0,0.0,0.0,0.0
Lorenzen Wright,32,C,"ATL, SAC",18,161,0,-11.7,,"0.02, -0.059",-0.002,0.0,0.0,0.0,0.0
Billy Thomas,32,SF,"NJN, CLE",11,42,8,0.1,26.8,"-0.052, 0.0",-0.019,0.234,0.447,0.0,0.0
Shavlik Randolph,24,PF,PHI,9,27,4,15.6,17.4,0.094,0.094,0.19,0.2,0.0,0.0
Cedric Simmons,22,PF,"CLE, CHI",14,87,0,-8.7,,"0.011, -0.043",-0.016,0.0,0.0,0.0,0.0
Loren Woods,29,C,HOU,7,17,1,13.4,140.3,0.056,0.056,1.175,0.2,0.0,0.0
Ronald Dupree,27,SF,"DET, SEA",5,21,0,17.5,,"0.0, 0.103",0.082,0.0,0.0,0.0,0.0
