Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Tyler Zeller,29,C,"ATL, MEM",6,93,0,19.4,,"0.006, 0.063",0.044,0,0.0,0.0,0.0
Lonnie Walker IV,20,SG,SAS,17,118,21,10.8,8.7,0.05,0.05,0.068,0.273,0.0,0.0
Caleb Swanigan,21,PF,"POR, SAC",21,178,0,11.7,,"0.014, 0.05",0.019,0.0,0.0,0.0,0.0
Jacob Evans,21,SG,GSW,30,204,18,3.5,0.4,0.015,0.015,0.002,0.754,10.4,0.0
Zhaire Smith,19,SG,PHI,6,111,5,9.5,10.5,0.033,0.033,0.084,0.475,0.0,0.0
Andrew Bogut,34,C,GSW,11,134,179,13.4,17.2,0.057,0.057,0.088,0.754,0.0,66.4
James Nunnally,28,SF,"MIN, HOU",15,102,0,-0.8,,"0.049, -0.004",0.042,0.0,0.427,0.0,0.0
Malcolm Miller,25,SF,TOR,10,67,28,13.7,4.0,0.051,0.051,0.034,0.85,0.0,0.0
Jarred Vanderbilt,19,PF,DEN,17,69,5,12.4,11.1,0.072,0.072,0.08,0.422,0.0,0.0
B.J. Johnson,23,SF,"ATL, SAC",7,49,0,3.7,,"0.059, 0.016",0.053,0,0.0,0.0,0.0
Mitch Creek,26,SF,"BRK, MIN",5,48,0,16.3,,"0.107, 0.067",0.099,0.0,0.0,0.0,0.0
Melvin Frazier,22,SG,ORL,10,44,15,1.2,13.4,0.006,0.006,0.207,0.111,0.0,0.0
Ron Baker,25,SG,"NYK, WAS",15,152,0,-2.0,,"0.017, -0.007",0.011,0,0.0,0.0,0.0
Emanuel Terry,22,PF,"PHO, MIA",3,23,0,18.4,,"0.092, 0.098",0.094,0,0.0,0.0,0.0
Eric Moreland,27,PF,"PHO, TOR",5,43,28,7.1,10.0,"0.018, 0.026",0.024,0.084,0.85,0.0,0.0
Jawun Evans,22,PG,"PHO, OKC",8,65,0,-38.1,,"0.003, -0.211",-0.024,0.0,0.111,0.0,0.0
