Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Clint Capela,28,C,ATL,65,1730,151,22.1,16.5,0.103,0.103,0.134,0.2,51.5,26.8
Jalen McDaniels,25,SF,"CHO, PHI",80,1913,102,12.5,5.2,"0.053, 0.061",0.055,0.041,0.507,24.3,0.0
Grayson Allen,27,SG,MIL,72,1972,149,12.3,11.0,0.05,0.05,0.14,0.111,35.4,15.5
Josh Hart,27,SF,"POR, NYK",76,2454,353,17.1,10.8,"0.046, 0.087",0.059,0.092,0.427,28.8,0.0
Marcus Morris,33,PF,LAC,65,1825,68,10.5,6.1,0.036,0.036,0.085,0.111,19.3,0.0
Terance Mann,26,SG,LAC,81,1872,133,13.4,13.2,0.046,0.046,0.184,0.111,24.7,20.4
Rui Hachimura,24,PF,"WAS, LAL",63,1466,388,12.7,16.0,"0.057, 0.05",0.053,0.124,0.49,25.3,0.0
Jaylen Nowell,23,SG,MIN,65,1252,62,13.7,-1.1,0.055,0.055,-0.012,0.111,28.2,0.0
Marcus Smart,28,PG,BOS,61,1957,679,12.1,15.4,0.058,0.058,0.113,0.583,40.3,65.9
Santi Aldama,22,PF,MEM,77,1682,101,13.9,15.0,0.057,0.057,0.149,0.2,35.5,29.8
Reggie Jackson,32,PG,"LAC, DEN",68,1657,18,9.0,9.7,"0.035, 0.039",0.036,0.079,0.992,20.3,0.0
Caleb Martin,27,SF,MIA,71,2077,694,11.4,15.3,0.052,0.052,0.109,0.667,27.9,72.7
Donte DiVincenzo,26,SG,GSW,72,1894,235,12.8,10.4,0.056,0.056,0.08,0.376,30.1,30.1
Royce O'Neale,29,SF,BRK,76,2409,118,9.2,5.5,0.033,0.033,0.071,0.0,18.1,0.0
Cedi Osman,27,SF,CLE,77,1548,93,12.0,6.7,0.063,0.063,0.103,0.111,39.2,0.0
Jonathan Kuminga,20,PF,GSW,67,1394,61,13.3,15.6,0.059,0.059,0.119,0.376,31.7,0.0
Bones Hyland,22,PG,"DEN, LAC",56,1085,82,16.4,8.0,"0.063, 0.056",0.061,0.112,0.111,38.0,0.0
Lonnie Walker IV,24,SG,LAL,56,1297,179,12.2,13.1,0.048,0.048,0.101,0.49,25.2,49.5
Josh Richardson,29,SG,"SAS, NOP",65,1530,0,9.9,,"0.051, 0.042",0.048,0,0.0,16.4,0.0
Jevon Carter,27,PG,MIL,81,1810,49,10.9,2.6,0.045,0.045,0.033,0.111,31.8,0.0
Cameron Johnson,26,PF,"PHO, BRK",42,1199,152,16.9,16.4,"0.063, 0.061",0.062,0.21,0.0,33.9,0.0
Kyle Anderson,29,PF,MIN,69,1957,104,14.8,14.9,0.06,0.06,0.159,0.111,30.7,17.6
Gabe Vincent,26,PG,MIA,68,1759,672,9.0,10.5,0.041,0.041,0.074,0.667,22.0,49.4
Grant Williams,24,PF,BOS,79,2045,265,10.3,12.0,0.049,0.049,0.088,0.583,34.1,51.3
Shake Milton,26,SG,PHI,76,1567,21,12.7,17.5,0.062,0.062,0.139,0.507,40.9,0.0
Georges Niang,29,PF,PHI,78,1512,157,10.9,6.4,0.053,0.053,0.051,0.507,34.9,25.9
Andrew Wiggins,27,SF,GSW,37,1190,442,14.7,13.3,0.065,0.065,0.102,0.376,34.9,38.4
Jarred Vanderbilt,23,PF,"UTA, LAL",78,1879,247,13.2,10.3,"0.063, 0.052",0.059,0.08,0.49,28.0,0.0
Draymond Green,32,PF,GSW,73,2297,367,12.2,14.6,0.054,0.054,0.112,0.376,29.0,42.1
Al Horford,36,C,BOS,63,1922,617,13.8,12.8,0.066,0.066,0.094,0.583,45.9,54.8
Kyle Lowry,36,PG,MIA,55,1718,599,12.6,13.4,0.058,0.058,0.095,0.667,31.1,63.4
Damion Lee,30,SG,PHO,74,1506,89,10.7,5.2,0.039,0.039,0.039,0.427,21.4,0.0
Cam Thomas,21,SG,BRK,57,948,16,14.7,1.9,0.053,0.053,0.024,0.0,29.1,0.0
Karl-Anthony Towns,27,PF,MIN,29,957,180,18.8,12.2,0.076,0.076,0.13,0.111,38.9,14.4
Torrey Craig,32,PF,PHO,79,1948,183,11.6,14.1,0.042,0.042,0.105,0.427,23.1,44.8
Thomas Bryant,25,C,"LAL, DEN",59,1081,0,11.8,,"0.085, 0.051",0.075,0,0.992,41.0,0.0
Kevon Looney,26,C,GSW,82,1958,325,17.8,18.8,0.078,0.078,0.144,0.376,41.9,54.1
Joe Harris,31,SF,BRK,74,1527,44,10.6,-5.4,0.038,0.038,-0.069,0.0,20.9,0.0
Trey Lyles,27,PF,SAC,74,1247,118,14.2,12.6,0.069,0.069,0.12,0.273,40.4,32.8
Seth Curry,32,SG,BRK,61,1211,58,12.3,13.8,0.044,0.044,0.177,0.0,24.2,0.0
Dorian Finney-Smith,29,PF,"DAL, BRK",66,2009,101,7.7,8.5,"0.038, 0.028",0.034,0.109,0.0,16.7,0.0
Luke Kennard,26,SG,"LAC, MEM",59,1315,107,16.0,15.1,"0.036, 0.066",0.048,0.15,0.2,28.2,0.0
Jordan Nwora,24,SF,"MIL, IND",62,1188,0,14.4,,"0.041, 0.061",0.049,0.0,0.0,27.8,0.0
Troy Brown Jr.,23,SF,LAL,76,1860,124,9.6,7.8,0.038,0.038,0.06,0.49,19.9,29.4
Devonte' Graham,27,PG,"NOP, SAS",73,1338,0,13.6,,"0.05, 0.051",0.05,0,0.0,22.3,0.0
Josh Okogie,24,SG,PHO,72,1350,175,13.3,9.3,0.048,0.048,0.069,0.427,26.4,29.5
Terrence Ross,31,SG,"ORL, PHO",63,1330,69,14.2,3.8,"0.035, 0.051",0.04,0.028,0.427,19.0,0.0
Sam Hauser,25,SF,BOS,80,1290,104,12.7,9.3,0.061,0.061,0.068,0.583,42.4,39.6
Kevin Love,34,PF,"CLE, MIA",62,1240,359,12.3,13.7,"0.072, 0.056",0.067,0.097,0.667,39.8,0.0
Khris Middleton,31,SF,MIL,33,801,173,17.4,19.1,0.071,0.071,0.244,0.111,50.2,27.1
Obi Toppin,24,PF,NYK,67,1050,175,13.6,14.6,0.069,0.069,0.124,0.427,39.5,52.9
Kendrick Nunn,27,SG,"LAL, WAS",70,964,0,14.1,,"0.034, 0.059",0.045,0.0,0.0,21.1,0.0
Cameron Payne,28,PG,PHO,48,968,152,13.2,10.3,0.048,0.048,0.077,0.427,26.4,32.9
Taurean Prince,28,PF,MIN,54,1192,100,10.0,8.3,0.04,0.04,0.088,0.111,20.5,9.8
Isaac Okoro,22,SF,CLE,76,1652,75,10.7,12.8,0.056,0.056,0.198,0.111,34.8,0.0
Nicolas Batum,34,PF,LAC,78,1709,92,11.0,7.9,0.037,0.037,0.11,0.111,19.9,0.0
Pat Connaughton,30,SF,MIL,61,1443,88,10.0,21.3,0.041,0.041,0.272,0.111,29.0,0.0
David Roddy,21,PF,MEM,70,1258,76,8.8,6.2,0.036,0.036,0.062,0.2,22.4,0.0
Jock Landale,27,C,PHO,69,979,113,16.4,16.2,0.059,0.059,0.12,0.427,32.4,51.2
Davion Mitchell,24,PG,SAC,80,1447,140,9.4,9.6,0.046,0.046,0.091,0.273,26.9,24.8
James Wiseman,21,C,"GSW, DET",45,867,0,15.0,,"0.075, 0.062",0.068,0.0,0.0,25.6,0.0
Victor Oladipo,30,SG,MIA,42,1106,45,10.6,14.7,0.049,0.049,0.104,0.667,26.3,0.0
Jeff Green,36,PF,DEN,56,1091,343,11.0,6.8,0.048,0.048,0.055,0.992,31.0,54.6
Mitchell Robinson,24,C,NYK,59,1591,298,18.9,16.6,0.096,0.096,0.141,0.427,55.0,60.2
Terence Davis,25,SG,SAC,64,841,58,12.9,10.2,0.063,0.063,0.097,0.273,36.9,0.0
Xavier Tillman Sr.,24,C,MEM,61,1180,183,17.3,14.2,0.071,0.071,0.141,0.2,44.2,28.2
Anthony Lamb,25,SF,GSW,62,1195,31,10.9,3.7,0.048,0.048,0.028,0.376,25.8,0.0
Patrick Beverley,34,PG,"LAL, CHI",67,1816,0,10.1,,"0.033, 0.054",0.04,0.0,0.0,20.3,0.0
Kevin Knox,23,PF,"DET, POR",63,952,0,12.4,,"0.043, 0.045",0.044,0,0.0,12.0,0.0
Isaiah Hartenstein,24,C,NYK,82,1626,220,14.2,13.5,0.072,0.072,0.115,0.427,41.3,49.1
Jalen Johnson,21,SF,ATL,70,1042,56,14.1,13.9,0.065,0.065,0.113,0.2,32.5,0.0
Cam Reddish,23,SF,"NYK, POR",40,990,0,10.6,,"0.054, 0.039",0.046,0.0,0.0,23.3,0.0
Mike Muscala,31,C,"OKC, BOS",63,945,21,11.6,17.9,"0.056, 0.056",0.056,0.131,0.583,31.0,0.0
Will Barton,32,SG,"WAS, TOR",56,993,0,9.9,,"0.042, 0.041",0.042,0,0.0,18.7,0.0
Edmond Sumner,27,SG,BRK,53,736,4,14.0,8.4,0.05,0.05,0.108,0.0,27.4,0.0
Wenyen Gabriel,25,C,LAL,68,1024,37,14.4,12.0,0.057,0.057,0.093,0.49,29.9,0.0
JaMychal Green,32,PF,GSW,57,797,49,15.5,5.6,0.068,0.068,0.043,0.376,36.5,0.0
John Konchar,26,SF,MEM,72,1494,49,10.8,5.3,0.045,0.045,0.053,0.2,28.0,0.0
Nickeil Alexander-Walker,24,SG,"UTA, MIN",59,884,148,9.6,7.7,"0.051, 0.039",0.046,0.082,0.111,21.8,0.0
Christian Braun,21,SG,DEN,76,1181,247,10.3,9.5,0.045,0.045,0.077,0.992,29.1,76.4
Landry Shamet,25,SG,PHO,40,807,184,10.9,6.3,0.039,0.039,0.047,0.427,21.4,20.1
Lamar Stevens,25,SF,CLE,62,1120,9,9.5,23.9,0.05,0.05,0.369,0.111,31.1,0.0
Mo Bamba,24,C,"ORL, LAL",49,769,10,11.4,2.9,"0.066, 0.045",0.062,0.022,0.49,26.7,0.0
Yuta Watanabe,28,SF,BRK,58,928,5,12.1,0.8,0.043,0.043,0.01,0.0,23.6,0.0
Chimezie Metu,25,PF,SAC,66,689,6,17.3,2.1,0.084,0.084,0.02,0.273,49.1,0.0
Montrezl Harrell,29,C,PHI,57,681,7,17.6,-16.0,0.086,0.086,-0.127,0.507,56.7,0.0
Joe Ingles,35,SF,MIL,46,1044,89,10.7,12.2,0.044,0.044,0.156,0.111,31.1,0.0
T.J. Warren,29,SF,"BRK, PHO",42,687,81,11.6,4.6,"0.051, 0.042",0.048,0.034,0.427,26.1,0.0
Moses Moody,20,SG,GSW,63,817,161,10.3,16.7,0.045,0.045,0.128,0.376,24.2,48.1
R.J. Hampton,21,SG,"ORL, DET",47,750,0,9.3,,"0.051, 0.039",0.046,0,0.0,15.3,0.0
Matisse Thybulle,25,SG,"PHI, POR",71,1200,0,11.0,,"0.049, 0.04",0.046,0.0,0.0,27.3,0.0
Robert Covington,32,PF,LAC,48,779,12,14.2,-1.9,0.048,0.048,-0.026,0.111,25.8,0.0
Paul Reed,23,C,PHI,69,755,157,19.2,20.3,0.094,0.094,0.161,0.507,61.9,81.6
Robert Williams,25,C,BOS,35,824,417,19.8,19.6,0.095,0.095,0.143,0.583,66.0,83.4
Eugene Omoruyi,25,SF,"OKC, DET",40,645,0,11.2,,"0.043, 0.046",0.044,0,0.0,16.1,0.0
Zeke Nnaji,22,PF,DEN,53,728,12,12.5,12.4,0.054,0.054,0.1,0.992,34.9,0.0
Payton Pritchard,25,PG,BOS,48,643,57,10.3,18.4,0.049,0.049,0.135,0.583,34.1,0.0
Danuel House Jr.,29,SF,PHI,56,807,42,9.4,9.9,0.046,0.046,0.079,0.507,30.3,0.0
Duncan Robinson,28,SF,MIA,42,691,418,7.8,14.0,0.036,0.036,0.099,0.667,19.3,66.0
MarJon Beauchamp,22,SF,MIL,52,701,5,8.2,32.9,0.034,0.034,0.42,0.111,24.0,0.0
P.J. Tucker,37,PF,PHI,75,1920,294,5.7,9.5,0.028,0.028,0.076,0.507,18.5,38.5
Bismack Biyombo,30,C,PHO,61,874,78,14.4,15.4,0.052,0.052,0.114,0.427,28.5,0.0
Sandro Mamukelashvili,23,C,"MIL, SAS",43,660,0,15.9,,"0.035, 0.06",0.046,0.0,0.0,20.9,0.0
Luke Kornet,27,C,BOS,69,804,32,16.7,28.5,0.08,0.08,0.208,0.583,55.6,0.0
Garrison Mathews,26,SG,"HOU, ATL",54,686,0,14.0,,"0.045, 0.065",0.048,0.0,0.2,15.5,0.0
Austin Rivers,30,SG,MIN,52,1016,46,7.4,7.8,0.03,0.03,0.083,0.111,15.4,0.0
Ish Wainright,28,SF,PHO,60,915,21,9.2,1.2,0.033,0.033,0.009,0.427,18.1,0.0
Aaron Holiday,26,PG,ATL,63,845,4,9.4,-4.9,0.044,0.044,-0.04,0.2,22.0,0.0
Patty Mills,34,PG,BRK,40,567,5,10.6,-20.4,0.038,0.038,-0.262,0.0,20.9,0.0
Haywood Highsmith,26,PF,MIA,54,969,161,8.5,17.0,0.039,0.039,0.121,0.667,20.9,80.7
George Hill,36,SG,"MIL, IND",46,834,0,14.1,,"0.04, 0.06",0.045,0.0,0.0,27.6,0.0
Day'Ron Sharpe,21,C,BRK,48,552,20,17.8,19.8,0.064,0.064,0.254,0.0,35.1,0.0
Darius Bazley,22,C,"OKC, PHO",43,616,0,15.5,,"0.053, 0.056",0.053,0.0,0.427,26.7,0.0
Miles McBride,22,PG,NYK,64,760,20,8.4,4.5,0.043,0.043,0.038,0.427,24.6,0.0
Svi Mykhailiuk,25,SF,"NYK, CHO",32,468,0,13.8,,"0.081, 0.063",0.07,0.0,0.0,31.2,0.0
Ziaire Williams,21,SF,MEM,37,561,12,7.4,-2.4,0.031,0.031,-0.024,0.2,19.3,0.0
Dean Wade,26,PF,CLE,44,891,11,8.5,7.8,0.045,0.045,0.12,0.111,28.0,0.0
Justin Holiday,33,SF,"ATL, DAL",46,706,0,7.4,,"0.028, 0.028",0.028,0.0,0.0,13.6,0.0
DeAndre Jordan,34,C,DEN,39,586,14,14.7,8.8,0.064,0.064,0.071,0.992,41.3,0.0
Dewayne Dedmon,33,C,"MIA, PHI",38,426,5,15.5,-20.0,"0.071, 0.076",0.072,-0.159,0.507,40.6,0.0
Wesley Matthews,36,SF,MIL,52,820,41,7.0,11.3,0.029,0.029,0.144,0.111,20.5,0.0
Amir Coffey,25,SF,LAC,50,625,1,7.0,0.0,0.024,0.024,0.0,0.111,12.9,0.0
Ricky Rubio,32,PG,CLE,33,566,17,10.4,-6.5,0.055,0.055,-0.1,0.111,34.2,0.0
Blake Griffin,33,C,BOS,41,569,6,13.1,-3.3,0.063,0.063,-0.024,0.583,43.8,0.0
Goga Bitadze,23,C,"IND, ORL",38,457,0,19.7,,"0.059, 0.08",0.068,0,0.0,28.8,0.0
Julian Champagnie,21,SF,"PHI, SAS",17,320,0,13.8,,"-0.019, 0.052",0.044,0.0,0.0,10.8,0.0
Jordan McLaughlin,26,PG,MIN,43,678,14,11.8,-7.5,0.047,0.047,-0.08,0.111,24.1,0.0
Raul Neto,30,PG,CLE,48,505,7,12.6,-18.2,0.066,0.066,-0.281,0.111,41.1,0.0
Moses Brown,23,C,"LAC, BRK",36,294,0,-2.6,,"0.077, -0.009",0.072,0.0,0.0,38.8,0.0
Juan Toscano-Anderson,29,SF,"LAL, UTA",52,700,0,6.9,,"0.03, 0.027",0.029,0.0,0.0,14.2,0.0
Bruno Fernando,24,C,"HOU, ATL",39,405,0,20.1,,"0.08, 0.093",0.083,0.0,0.2,26.6,0.0
Derrick Rose,34,PG,NYK,27,338,3,10.1,-43.9,0.052,0.052,-0.374,0.427,29.8,0.0
Saben Lee,23,PG,"PHI, PHO",25,373,0,13.1,,"0.063, 0.047",0.048,0.0,0.427,27.1,0.0
Brandon Boston Jr.,21,SF,LAC,22,248,1,13.4,-50.5,0.046,0.046,-0.704,0.111,24.7,0.0
Damian Jones,27,C,"LAL, UTA",41,477,0,12.4,,"0.054, 0.049",0.052,0.0,0.0,25.4,0.0
Furkan Korkmaz,25,SG,PHI,37,353,11,9.3,-0.1,0.045,0.045,-0.001,0.507,29.7,0.0
Nathan Knight,25,C,MIN,38,291,5,14.5,-11.0,0.058,0.058,-0.117,0.111,29.7,0.0
Markieff Morris,33,PF,"BRK, DAL",35,355,0,9.1,,"0.038, 0.035",0.037,0.0,0.0,19.8,0.0
Max Christie,19,SG,LAL,41,512,33,7.4,15.6,0.029,0.029,0.121,0.49,15.2,0.0
Jae Crowder,32,PF,MIL,18,340,41,14.6,0.0,0.06,0.06,0.0,0.111,42.4,0.0
Patrick Baldwin Jr.,20,SF,GSW,31,226,11,11.3,-4.3,0.05,0.05,-0.033,0.376,26.8,0.0
Matt Ryan,25,SF,"LAL, MIN",34,310,0,10.6,,"0.018, 0.043",0.034,0.0,0.111,17.6,0.0
Kenneth Lofton Jr.,20,PF,MEM,24,176,12,20.2,12.2,0.083,0.083,0.122,0.2,0.0,0.0
Robin Lopez,34,C,CLE,37,299,6,11.6,46.9,0.061,0.061,0.724,0.111,37.9,0.0
Ish Smith,34,PG,DEN,43,398,12,6.5,4.2,0.028,0.028,0.034,0.992,18.1,0.0
Gary Payton II,30,SG,"POR, GSW",22,367,192,17.7,17.7,"0.041, 0.078",0.053,0.135,0.376,24.6,0.0
Kessler Edwards,22,SF,"BRK, SAC",36,385,7,10.0,1.7,"0.009, 0.049",0.033,0.016,0.273,19.4,0.0
Cody Zeller,30,C,MIA,15,217,174,16.4,7.5,0.075,0.075,0.053,0.667,40.3,35.4
Davon Reed,27,SG,"DEN, LAL",43,342,0,16.7,,"0.023, 0.066",0.031,0.0,0.49,18.5,0.0
Frank Kaminsky,29,C,"ATL, HOU",36,235,0,16.6,,"0.069, 0.082",0.073,0.0,0.0,31.0,0.0
Terry Taylor,23,PF,"IND, CHI",31,264,0,25.0,,"0.037, 0.133",0.052,0,0.0,23.7,0.0
David Duke Jr.,23,SG,BRK,23,228,5,8.3,-15.4,0.03,0.03,-0.197,0.0,16.5,0.0
Peyton Watson,20,SG,DEN,23,186,14,12.8,10.6,0.056,0.056,0.086,0.992,0.0,0.0
Danny Green,35,SG,"MEM, CLE",11,138,40,15.8,1.7,"-0.001, 0.083",0.06,0.026,0.111,0.0,0.0
A.J. Lawson,22,SG,"MIN, DAL",15,108,0,13.5,,"0.138, 0.052",0.058,0.0,0.0,0.0,0.0
Thanasis Antetokounmpo,30,PF,MIL,37,206,5,6.7,0.0,0.027,0.027,0.0,0.111,19.1,0.0
Josh Minott,20,SF,MIN,15,96,6,17.9,6.1,0.072,0.072,0.065,0.111,0.0,0.0
Dru Smith,25,SG,"MIA, BRK",15,158,0,14.6,,"0.032, 0.052",0.045,0.0,0.0,0.0,0.0
Alex Len,29,C,SAC,26,161,54,12.8,11.2,0.062,0.062,0.106,0.273,0.0,0.0
Meyers Leonard,30,C,MIL,9,114,5,12.0,-5.1,0.049,0.049,-0.065,0.111,0.0,0.0
