Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Reggie Jordan,30,SG,MIN,57,487,15.3,24.3,0.073,0.073,0.292,0.222,40.1,0.0
Carl Thomas,28,SG,"GSW, ORL, CLE",43,426,10.0,4.1,"0.049, 0.128, 0.058",0.062,0.05,0.125,31.0,0.0
Sean Rooks,28,C,LAL,41,425,13.4,13.1,0.067,0.067,0.09,0.518,49.8,0.0
Jacque Vaughn,22,PG,UTA,45,419,6.9,-0.9,0.039,0.039,-0.007,0.775,29.5,0.0
Eric Montross,26,C,"PHI, DET",48,691,9.4,,"0.026, 0.048",0.039,0,0.0,16.7,0.0
Dickey Simpkins,25,PF,"GSW, CHI",40,433,11.9,6.6,"0.04, 0.058",0.049,0.048,0.912,27.4,0.0
Kevin Ollie,25,PG,"DAL, ORL",35,430,9.9,,"0.038, 0.045",0.042,0,0.0,16.5,0.0
Jon Barry,28,SG,LAL,49,374,13.3,-13.6,0.066,0.066,-0.094,0.518,49.1,0.0
Charles Smith,22,SG,"MIA, LAC",34,292,11.1,,"-0.002, 0.055",0.037,0.0,0.0,7.3,0.0
Carlos Rogers,26,PF,"TOR, POR",21,376,8.1,,"0.056, 0.038",0.053,0.0,0.125,12.4,0.0
Keith Askins,30,SF,MIA,46,681,5.5,2.1,0.026,0.026,0.024,0.222,17.4,0.0
Gary Grant,32,PG,POR,22,359,16.1,13.0,0.076,0.076,0.134,0.125,42.6,0.0
Duane Causwell,29,C,MIA,37,363,9.2,-4.8,0.043,0.043,-0.055,0.222,28.9,0.0
Greg Anderson,33,C,ATL,50,398,10.4,-11.0,0.053,0.053,-0.137,0.125,32.3,0.0
Marty Conlon,30,C,MIA,18,209,17.2,-0.3,0.081,0.081,-0.003,0.222,54.4,0.0
Rex Walters,27,SG,"PHI, MIA",38,235,14.2,,"0.038, 0.067",0.053,0.0,0.222,29.7,0.0
Scott Brooks,32,PG,CLE,43,312,13.9,14.9,0.08,0.08,0.183,0.125,45.8,0.0
Anthony Miller,26,PF,ATL,37,228,16.4,12.1,0.083,0.083,0.15,0.125,50.6,0.0
Anthony Bowie,34,SG,NYK,27,224,12.9,3.1,0.069,0.069,0.027,0.3,36.2,0.0
Micheal Williams,31,PG,MIN,25,161,13.9,15.9,0.066,0.066,0.191,0.222,0.0,0.0
Nate McMillan,33,SG,SEA,18,279,12.7,10.0,0.071,0.071,0.084,0.3,52.8,0.0
DeJuan Wheat,24,PG,MIN,34,150,13.5,40.3,0.064,0.064,0.485,0.222,0.0,0.0
Drew Barry,24,PG,ATL,27,256,10.7,-5.0,0.054,0.054,-0.062,0.125,32.9,0.0
Shawnelle Scott,25,C,CLE,41,188,10.6,11.0,0.061,0.061,0.135,0.125,0.0,0.0
Mark Pope,25,SF,IND,28,193,3.4,8.9,0.02,0.02,0.069,0.65,0.0,0.0
Bill Curley,25,PF,MIN,11,146,7.8,0.0,0.037,0.037,0.0,0.222,0.0,0.0
Mark West,37,C,IND,15,105,5.1,2.9,0.03,0.03,0.022,0.65,0.0,0.0
Roy Rogers,24,PF,"BOS, TOR",15,106,3.9,,"0.039, 0.017",0.03,0,0.0,0.0,0.0
Brad Lohaus,33,PF,SAS,9,102,5.2,8.6,0.03,0.03,0.083,0.323,0.0,0.0
Charles Jones,40,PF,HOU,24,127,7.8,12.8,0.043,0.043,0.206,0.222,0.0,0.0
William Cunningham,23,C,"UTA, PHI",7,39,33.3,,"0.049, 0.132",0.061,0.0,0.0,0.0,0.0
Alton Lister,39,C,POR,7,44,2.4,-8.0,0.011,0.011,-0.082,0.125,0.0,0.0
Tim Kempton,34,PF,"ORL, TOR",8,47,0.4,,"-0.023, 0.002",-0.007,0,0.0,0.0,0.0
