Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Alvan Adams,27,C,PHO,79,2393,233,18.6,18.9,0.111,0.111,0.147,0.182,62.3,26.8
Jeff Ruland,23,C,WSB,82,2214,237,18.8,16.0,0.122,0.122,0.182,0.291,63.9,53.0
Kyle Macy,24,PG,PHO,82,2845,243,15.7,11.3,0.094,0.094,0.088,0.182,52.7,16.0
Cedric Maxwell,26,SF,BOS,78,2590,385,16.0,18.0,0.091,0.091,0.129,0.625,69.9,80.6
Dan Roundfield,28,PF,ATL,61,2217,85,19.5,17.0,0.097,0.097,0.0,0.0,49.7,0.0
Kevin McHale,24,PF,BOS,82,2332,344,16.9,22.0,0.096,0.096,0.157,0.625,73.7,98.1
Bobby Jones,30,PF,PHI,76,2181,589,19.3,16.5,0.098,0.098,0.134,0.704,69.3,94.3
Robert Reid,26,SF,HOU,77,2913,115,13.3,17.6,0.084,0.084,0.337,0.143,47.1,48.2
Spencer Haywood,32,PF,WSB,76,2086,231,13.2,18.2,0.086,0.086,0.207,0.291,45.1,60.2
Bob Lanier,33,C,MIL,74,1986,212,17.4,17.3,0.091,0.091,0.186,0.24,61.1,44.6
Marques Johnson,25,SF,MIL,60,1900,235,18.0,15.1,0.094,0.094,0.162,0.24,63.1,38.9
Mickey Johnson,29,PF,MIL,76,1934,206,16.4,21.7,0.085,0.085,0.233,0.24,57.0,55.9
Rick Mahorn,23,PF,WSB,80,2664,242,13.3,10.9,0.086,0.086,0.124,0.291,45.1,36.1
Brian Winters,29,SG,MIL,61,1829,232,15.8,12.8,0.082,0.082,0.138,0.24,55.0,33.1
Kevin Grevey,28,SG,WSB,71,2164,159,11.7,11.5,0.076,0.076,0.131,0.291,39.8,38.1
Mark Olberding,25,PF,SAS,68,2098,328,14.6,11.2,0.071,0.071,0.099,0.446,41.5,44.2
Fred Brown,33,SG,SEA,82,1785,158,15.2,17.6,0.075,0.075,0.153,0.267,47.6,40.9
Albert King,22,SF,NJN,76,1694,58,13.5,23.7,0.073,0.073,0.0,0.0,39.2,0.0
Mike O'Koren,23,SF,NJN,80,2018,44,13.6,1.8,0.074,0.074,0.0,0.0,39.7,0.0
Michael Cooper,25,SG,LAL,76,2197,383,14.3,17.4,0.079,0.079,0.144,1.1,54.9,158.4
David Thompson,27,SG,DEN,61,1246,66,17.6,10.4,0.095,0.095,0.167,0.143,53.3,0.0
Darwin Cook,23,PG,NJN,82,2090,86,13.7,4.3,0.074,0.074,0.0,0.0,39.7,0.0
Kenny Carr,26,PF,"CLE, DET",74,1926,0,12.7,,"0.065, 0.06",0.063,0,0.0,18.2,0.0
Lionel Hollins,28,PG,PHI,81,2257,114,12.5,7.2,0.064,0.064,0.058,0.704,45.2,40.8
Maurice Cheeks,25,PG,PHI,79,2498,765,18.3,16.6,0.093,0.093,0.134,0.704,65.8,94.3
Billy McKinney,26,PG,DEN,81,1963,91,14.4,15.3,0.078,0.078,0.245,0.143,43.8,0.0
Allen Leavell,24,PG,HOU,79,2150,93,16.4,12.7,0.104,0.104,0.243,0.143,58.3,0.0
Tiny Archibald,33,PG,BOS,68,2167,277,14.3,10.3,0.081,0.081,0.074,0.625,62.2,46.2
Rory Sparrow,23,PG,ATL,82,2610,69,13.0,8.1,0.065,0.065,0.0,0.0,33.3,0.0
Phil Smith,29,SG,"SDC, SEA",74,2042,92,11.5,7.2,"0.061, 0.057",0.06,0.063,0.267,20.9,0.0
Phil Hubbard,25,SF,"DET, CLE",83,1839,0,13.3,,"0.064, 0.056",0.061,0,0.0,22.9,0.0
Frank Johnson,23,PG,WSB,79,2027,280,12.0,12.0,0.078,0.078,0.136,0.291,40.9,39.6
Mike Bantom,30,SF,"IND, PHI",82,2016,399,12.7,7.4,"0.076, 0.065",0.07,0.06,0.704,39.5,0.0
Gerald Henderson,26,PG,BOS,82,1844,310,13.2,10.3,0.075,0.075,0.074,0.625,57.6,46.2
Dave Corzine,25,C,SAS,82,2189,258,14.9,16.1,0.073,0.073,0.142,0.446,42.7,63.3
Reggie Johnson,24,PF,"SAS, CLE, KCK",75,1904,0,15.7,,"0.067, 0.054, 0.08",0.068,0.0,0.0,26.1,0.0
Walter Davis,27,SF,PHO,55,1182,173,18.3,20.0,0.11,0.11,0.155,0.182,61.7,28.2
Don Collins,23,SG,WSB,79,1609,149,15.1,6.0,0.098,0.098,0.068,0.291,51.4,19.8
Gene Banks,22,SF,SAS,80,1700,146,14.7,15.2,0.072,0.072,0.134,0.446,42.1,59.8
Johnny Moore,23,PG,SAS,79,2294,292,17.0,16.9,0.083,0.083,0.149,0.446,48.6,66.5
Len Elmore,29,C,NJN,81,2100,76,11.8,12.6,0.064,0.064,0.0,0.0,34.4,0.0
Tom McMillen,29,C,ATL,73,1792,47,13.1,16.0,0.065,0.065,0.0,0.0,33.3,0.0
Freeman Williams,25,SG,"SDC, ATL",60,997,4,11.2,-17.0,"0.081, 0.056",0.071,0.0,0.0,21.3,0.0
Bill Laimbeer,24,C,"CLE, DET",80,1829,0,16.5,,"0.06, 0.078",0.067,0,0.0,20.8,0.0
Wally Walker,27,SF,SEA,70,1965,157,11.4,8.9,0.056,0.056,0.078,0.267,35.5,20.8
T.R. Dunn,26,SG,DEN,82,2519,81,12.1,14.7,0.066,0.066,0.236,0.143,37.0,0.0
John Lucas,28,PG,WSB,79,1940,74,15.2,20.1,0.099,0.099,0.228,0.291,51.9,0.0
James Donaldson,24,C,SEA,82,1710,189,16.0,13.8,0.079,0.079,0.12,0.267,50.1,32.0
Glen Gondrezick,26,SF,DEN,80,1699,51,14.9,14.2,0.081,0.081,0.228,0.143,45.4,0.0
James Bailey,24,PF,"SEA, NJN",77,1468,26,14.0,6.6,"0.043, 0.076",0.072,0.0,0.0,39.1,0.0
Calvin Murphy,33,PG,HOU,64,1204,57,13.2,2.0,0.084,0.084,0.038,0.143,47.1,0.0
Caldwell Jones,31,C,PHI,81,2446,679,11.3,11.7,0.057,0.057,0.095,0.704,40.3,66.9
Rich Kelley,28,C,PHO,81,1892,191,12.5,15.4,0.075,0.075,0.12,0.182,42.1,21.8
Mike Bratz,26,PG,SAS,81,1616,180,14.2,9.6,0.069,0.069,0.085,0.446,40.4,37.9
Charlie Criss,33,PG,"ATL, SDC",55,1392,0,13.1,,"0.068, 0.065",0.066,0.0,0.0,23.9,0.0
Scott May,27,SF,MIL,65,1187,50,16.7,8.5,0.087,0.087,0.091,0.24,58.4,0.0
Kenny Higgs,27,PG,DEN,76,1696,54,10.8,7.1,0.059,0.059,0.114,0.143,33.1,0.0
Roger Phegley,25,SG,"CLE, SAS",81,1183,6,12.8,-34.8,"0.056, 0.063",0.061,-0.308,0.446,28.0,0.0
Rudy Macklin,23,SF,ATL,79,1516,30,9.3,14.1,0.046,0.046,0.0,0.0,23.6,0.0
Vinnie Johnson,25,SG,"SEA, DET",74,1295,0,14.7,,"0.059, 0.07",0.069,0.0,0.0,33.7,0.0
Steve Mix,34,SF,PHI,75,1235,50,15.8,19.3,0.08,0.08,0.156,0.704,56.6,0.0
Bill Willoughby,24,SF,HOU,69,1475,17,13.1,14.9,0.083,0.083,0.285,0.143,46.6,0.0
Larry Nance,22,PF,PHO,80,1186,128,14.7,18.1,0.088,0.088,0.141,0.182,49.4,25.7
Darryl Dawkins,25,C,PHI,48,1124,460,15.0,14.3,0.076,0.076,0.116,0.704,53.7,81.7
Cedrick Hordges,25,PF,DEN,77,1372,45,10.4,10.3,0.056,0.056,0.165,0.143,31.4,0.0
Mike Dunleavy,27,SG,HOU,70,1315,66,13.2,12.9,0.084,0.084,0.247,0.143,47.1,0.0
Pat Cummings,25,PF,MIL,78,1132,44,11.1,4.0,0.058,0.058,0.043,0.24,38.9,0.0
Alvin Scott,26,SF,PHO,81,1740,127,11.7,13.2,0.07,0.07,0.102,0.182,39.3,18.6
Tree Rollins,26,C,ATL,79,2018,65,14.7,4.1,0.073,0.073,0.0,0.0,37.4,0.0
Bill Hanzlik,24,SF,SEA,81,1974,203,9.6,10.8,0.047,0.047,0.094,0.267,29.8,25.1
Tom Henderson,30,SG,HOU,75,1721,68,11.0,7.1,0.07,0.07,0.136,0.143,39.3,0.0
Steve Hawes,31,PF,ATL,49,1317,12,14.5,26.2,0.072,0.072,0.0,0.0,36.9,0.0
M.L. Carr,31,SF,BOS,56,1296,305,11.9,7.2,0.068,0.068,0.051,0.625,52.2,31.9
Rick Robey,26,C,BOS,80,1186,122,11.0,12.8,0.063,0.063,0.091,0.625,48.4,56.9
Al Wood,23,SG,"ATL, SDC",48,930,0,14.6,,"0.045, 0.072",0.061,0.0,0.0,18.1,0.0
Chris Ford,33,SG,BOS,76,1591,138,7.8,12.5,0.044,0.044,0.089,0.625,33.8,55.6
Bob McAdoo,30,C,LAL,41,746,388,14.4,18.4,0.079,0.079,0.152,1.1,54.9,167.2
Jeff Cook,25,PF,PHO,76,1298,45,10.2,13.0,0.061,0.061,0.101,0.182,34.2,0.0
Mike Glenn,26,SG,ATL,49,833,35,16.0,15.6,0.08,0.08,0.0,0.0,41.0,0.0
Danny Vranes,23,SF,SEA,77,1075,29,11.2,-1.9,0.055,0.055,-0.017,0.267,34.9,0.0
Alton Lister,23,C,MIL,80,1186,112,11.5,13.0,0.06,0.06,0.14,0.24,40.3,33.6
Clint Richardson,25,SG,PHI,77,1040,415,9.8,9.9,0.05,0.05,0.08,0.704,35.4,56.3
Earl Cureton,24,PF,PHI,66,956,75,12.8,8.5,0.065,0.065,0.069,0.704,46.0,0.0
Greg Kelser,24,SF,"DET, SEA",60,741,6,12.2,12.5,"0.051, 0.06",0.058,0.109,0.267,35.5,0.0
Mike Gminski,22,C,NJN,64,740,10,15.3,15.6,0.083,0.083,0.0,0.0,44.6,0.0
Dudley Bradley,24,SG,PHO,64,937,24,10.9,-0.9,0.065,0.065,-0.007,0.182,36.5,0.0
Wes Matthews,22,PG,ATL,47,837,28,12.6,3.1,0.063,0.063,0.0,0.0,32.3,0.0
Mark Landsberger,26,PF,LAL,75,1134,60,10.3,5.3,0.057,0.057,0.044,1.1,39.6,0.0
Kurt Rambis,23,PF,LAL,64,1131,279,12.8,11.8,0.07,0.07,0.098,1.1,48.6,107.8
Sam Pellom,30,PF,ATL,69,1037,4,10.3,13.1,0.051,0.051,0.0,0.0,26.1,0.0
Calvin Garrett,25,SF,HOU,51,858,1,8.4,-34.2,0.053,0.053,-0.654,0.143,29.7,0.0
Harvey Catchings,30,PF,MIL,80,1603,26,8.1,4.0,0.042,0.042,0.043,0.24,28.2,0.0
Eddie Jordan,27,PG,LAL,58,608,6,12.2,22.0,0.067,0.067,0.182,1.1,46.6,0.0
Danny Ainge,22,SG,BOS,53,564,129,10.1,8.2,0.057,0.057,0.059,0.625,43.8,36.9
Ray Tolbert,23,PF,"NJN, SEA",64,607,31,10.5,15.6,"0.049, 0.052",0.051,0.136,0.267,31.7,0.0
Paul Mokeski,25,C,"DET, CLE",67,868,0,11.1,,"0.034, 0.047",0.039,0,0.0,13.0,0.0
Billy Paultz,33,C,HOU,65,807,34,7.7,4.5,0.049,0.049,0.086,0.143,27.5,0.0
John Lambert,29,PF,"KCK, SAS",63,764,3,8.3,5.4,"0.041, 0.041",0.041,0.048,0.446,18.0,0.0
Charles Davis,23,SF,WSB,54,575,52,10.7,3.2,0.069,0.069,0.036,0.291,36.2,0.0
Tracy Jackson,22,SG,"BOS, CHI",49,478,0,12.2,,"0.056, 0.075",0.071,0.0,0.0,33.8,0.0
Ed Rains,25,SF,SAS,49,637,30,8.2,11.0,0.04,0.04,0.097,0.446,23.4,0.0
Mike McGee,22,SF,LAL,39,352,10,11.7,24.6,0.064,0.064,0.203,1.1,44.5,0.0
Jim Chones,32,C,WSB,59,867,30,8.6,2.4,0.056,0.056,0.027,0.291,29.3,0.0
Jim Brewer,30,PF,LAL,71,966,57,10.1,8.5,0.056,0.056,0.07,1.1,38.9,0.0
Sam Lacey,33,C,"KCK, NJN",56,670,0,7.2,,"0.08, 0.039",0.04,0.0,0.0,21.2,0.0
Charles Bradley,22,SG,BOS,51,339,18,8.9,-9.1,0.051,0.051,-0.065,0.625,39.2,0.0
Franklin Edwards,22,PG,PHI,42,291,32,13.7,41.1,0.07,0.07,0.333,0.704,49.5,0.0
Armond Hill,28,PG,"SEA, SDC",40,723,0,4.6,,"0.037, 0.023",0.03,0.0,0.0,14.6,0.0
Jan van Breda Kolff,30,SF,NJN,41,452,16,10.2,6.1,0.055,0.055,0.0,0.0,29.5,0.0
Joel Kramer,26,PF,PHO,56,549,20,10.4,23.4,0.062,0.062,0.182,0.182,34.8,0.0
Steve Hayes,26,C,"SAS, DET",35,487,0,10.9,,"0.047, 0.052",0.051,0.0,0.0,25.5,0.0
Garry Witts,22,SF,WSB,46,493,28,9.5,10.1,0.062,0.062,0.115,0.291,32.5,0.0
James Ray,24,PF,DEN,40,262,2,10.2,7.5,0.055,0.055,0.12,0.143,30.9,0.0
Robert Smith,26,PG,MIL,17,316,68,10.6,15.4,0.055,0.055,0.166,0.24,36.9,0.0
Mike Evans,26,PG,"MIL, CLE",22,270,0,7.5,,"0.037, 0.032",0.035,0.0,0.0,17.9,0.0
Kevin Restani,30,PF,"SAS, CLE",47,483,0,7.1,,"0.023, 0.03",0.028,0.0,0.0,7.7,0.0
John Johnson,34,SF,SEA,14,187,159,9.8,10.1,0.048,0.048,0.088,0.267,0.0,23.5
Eric Fernsten,28,C,BOS,43,202,11,8.1,14.7,0.046,0.046,0.105,0.625,35.3,0.0
Brad Holland,25,SG,"WSB, MIL",14,194,3,-21.5,36.6,"0.053, -0.112",0.041,0.394,0.24,0.0,0.0
Craig Dykema,22,SF,PHO,32,103,12,11.1,-4.4,0.067,0.067,-0.034,0.182,0.0,0.0
Rich Yonakor,23,PF,SAS,10,70,4,20.4,29.6,0.1,0.1,0.262,0.446,0.0,0.0
Clay Johnson,25,SG,LAL,7,65,38,12.8,8.4,0.07,0.07,0.069,1.1,0.0,0.0
David Burns,23,PG,"NJN, DEN",9,87,0,5.3,,"0.005, 0.029",0.021,0.0,0.143,0.0,0.0
Larry Spriggs,22,SF,HOU,4,37,9,11.7,27.2,0.074,0.074,0.52,0.143,0.0,0.0
Carlos Terry,25,SG,WSB,13,60,5,3.1,3.4,0.02,0.02,0.039,0.291,0.0,0.0
