Player,Age,Position,Teams,Games Played,Minutes Played,Regular Season PER,Postseason PER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Johnny Moore,24,PG,SAS,77,2552,17.5,25.6,0.084,0.084,0.211,0.573,54.3,120.9
Otis Birdsong,27,SG,NJN,62,1885,15.1,14.4,0.081,0.081,0,0.0,48.4,0.0
Rory Sparrow,24,PG,"ATL, NYK",81,2428,12.3,13.4,"0.07, 0.076",0.072,"0.0, 0.118",0.2,38.3,23.6
Danny Schayes,23,C,"UTA, DEN",82,2284,13.2,9.8,"0.062, 0.072",0.066,0.078,0.267,29.3,0.0
Scott Wedman,30,SF,"CLE, BOS",75,1793,10.3,10.8,"0.064, 0.062",0.063,0.112,0.182,30.9,0.0
Ron Brewer,27,SG,"CLE, GSW",74,1964,11.8,,"0.051, 0.051",0.051,0,0.0,17.4,0.0
Fred Brown,34,PG,SEA,80,1432,17.7,7.4,0.104,0.104,0,0.0,60.8,0.0
Kyle Macy,25,PG,PHO,82,1836,16.1,13.8,0.088,0.088,0.27,0.143,56.8,0.0
Sly Williams,25,PF,NYK,68,1385,18.2,10.1,0.113,0.113,0.089,0.2,60.7,0.0
Micheal Ray Richardson,27,PG,"GSW, NJN",64,2076,14.2,10.2,"0.059, 0.076",0.067,0,0.0,33.1,0.0
Paul Westphal,32,SG,NYK,80,1978,14.1,13.0,0.087,0.087,0.114,0.2,46.7,22.8
Danny Ainge,23,SG,BOS,80,2048,13.2,8.5,0.08,0.08,0.088,0.182,54.6,16.0
Wayne Cooper,26,C,POR,80,2099,12.4,11.6,0.067,0.067,0.112,0.291,37.6,32.6
Truck Robinson,31,PF,NYK,81,2426,10.7,18.0,0.066,0.066,0.158,0.2,35.4,31.6
James Donaldson,25,C,SEA,82,1789,15.6,22.0,0.091,0.091,0,0.0,53.2,0.0
Clemon Johnson,26,C,"IND, PHI",83,1914,12.8,8.4,"0.099, 0.071",0.088,0.063,1.165,36.6,0.0
Bob McAdoo,31,C,LAL,47,1019,20.6,15.8,0.11,0.11,0.132,0.653,77.8,86.2
Tiny Archibald,34,PG,BOS,66,1811,12.3,12.3,0.074,0.074,0.127,0.182,50.5,23.1
Louis Orr,24,SF,NYK,82,1666,13.3,12.1,0.082,0.082,0.106,0.2,44.0,21.2
Johnny Davis,27,SG,ATL,53,1465,16.8,14.0,0.086,0.086,0.29,0.143,45.1,41.5
Edgar Jones,26,PF,"DET, SAS",77,1658,14.7,11.7,"0.071, 0.071",0.071,0.096,0.573,37.1,0.0
Alton Lister,24,PF,MIL,80,1885,13.8,12.0,0.067,0.067,0.092,0.554,41.7,51.0
Gerald Henderson,27,PG,BOS,82,1551,12.1,11.1,0.073,0.073,0.115,0.182,49.9,20.9
Billy McKinney,27,PG,DEN,68,1559,13.2,15.4,0.072,0.072,0.122,0.267,39.5,32.6
Greg Kelser,25,SF,SEA,80,1507,14.7,11.9,0.086,0.086,0,0.0,50.3,0.0
Bobby Jones,31,PF,PHI,74,1749,16.4,15.9,0.091,0.091,0.119,1.165,72.2,138.6
Randy Smith,34,SG,"SDC, ATL",80,1406,11.5,19.4,"0.078, 0.059",0.074,0.402,0.143,25.1,0.0
Trent Tucker,23,SG,NYK,78,1830,11.6,12.0,0.072,0.072,0.105,0.2,38.7,0.0
Michael Cooper,26,SG,LAL,82,2148,13.5,11.8,0.072,0.072,0.098,0.653,50.9,64.0
Fat Lever,22,PG,POR,81,2020,14.8,15.0,0.08,0.08,0.144,0.291,44.9,41.9
T.R. Dunn,27,SG,DEN,82,2640,11.4,8.1,0.063,0.063,0.064,0.267,34.6,17.1
Tree Rollins,27,C,ATL,80,2472,15.4,10.3,0.079,0.079,0.214,0.143,41.4,30.6
Mike Dunleavy,28,PG,SAS,79,1619,14.0,11.3,0.067,0.067,0.093,0.573,43.3,53.3
Sleepy Floyd,22,PG,"NJN, GSW",76,1248,15.0,,"0.065, 0.065",0.065,0,0.0,32.3,0.0
Brian Winters,30,SG,MIL,57,1361,12.1,11.4,0.059,0.059,0.088,0.554,36.7,48.8
Mike Gminski,23,C,NJN,80,1255,18.4,26.0,0.098,0.098,0,0.0,58.6,0.0
Reggie Johnson,25,SF,"KCK, PHI",79,1541,7.4,3.0,"0.069, 0.041",0.059,0.022,1.165,35.9,0.0
Clint Richardson,26,SG,PHI,77,1755,11.4,9.6,0.063,0.063,0.072,1.165,50.0,83.9
Darnell Valentine,23,PG,POR,47,1298,17.3,15.8,0.093,0.093,0.152,0.291,52.2,44.2
Kurt Rambis,24,PF,LAL,78,1806,14.1,12.2,0.076,0.076,0.102,0.653,53.7,66.6
Quinn Buckner,28,SG,BOS,72,1565,11.5,2.7,0.069,0.069,0.028,0.182,47.1,0.0
Danny Vranes,24,SF,SEA,82,2054,10.6,8.5,0.062,0.062,0,0.0,36.3,0.0
Franklin Edwards,23,PG,PHI,81,1266,14.2,14.6,0.079,0.079,0.109,1.165,62.6,127.0
Mike Glenn,27,SG,ATL,73,1124,15.1,9.7,0.077,0.077,0.201,0.143,40.3,0.0
Paul Pressey,24,SG,MIL,79,1528,12.8,9.0,0.062,0.062,0.069,0.554,38.6,38.2
Phil Ford,26,PG,"NJN, MIL",77,1610,10.6,42.1,"0.049, 0.052",0.052,"0, 0.324",0.554,32.1,0.0
Rob Williams,21,PG,DEN,74,1443,10.7,11.3,0.059,0.059,0.089,0.267,32.4,23.8
Tom McMillen,30,C,ATL,61,1364,10.8,6.4,0.055,0.055,0.133,0.143,28.8,0.0
Bill Hanzlik,25,SF,DEN,82,1547,10.6,9.5,0.058,0.058,0.075,0.267,31.8,20.0
J.J. Anderson,22,SF,"PHI, UTA",65,1202,14.2,,"0.022, 0.075",0.064,0.0,0.0,25.4,0.0
Russ Schoene,22,PF,"PHI, IND",77,1222,12.3,,"0.055, 0.073",0.062,0.0,0.0,33.2,0.0
Phil Smith,30,SG,SEA,79,1238,11.7,5.6,0.069,0.069,0,0.0,40.4,0.0
Wes Matthews,23,PG,ATL,64,1187,11.9,9.1,0.061,0.061,0.189,0.143,32.0,0.0
Marvin Webster,30,C,NYK,82,1472,14.0,10.1,0.087,0.087,0.089,0.2,46.7,17.8
Rudy Macklin,24,SF,ATL,73,1171,10.9,10.7,0.056,0.056,0.222,0.143,29.3,0.0
Bob Lanier,34,C,MIL,39,978,14.5,18.9,0.071,0.071,0.145,0.554,44.2,80.3
Ernie Grunfeld,27,SF,NYK,77,1422,8.9,12.5,0.055,0.055,0.11,0.2,29.5,22.0
Charlie Criss,34,PG,MIL,66,922,14.5,17.5,0.071,0.071,0.135,0.554,44.2,74.8
Marc Iavaroni,26,PF,PHI,80,1612,7.3,10.4,0.041,0.041,0.078,1.165,32.5,90.9
Rich Kelley,29,C,"DEN, UTA",70,1345,13.2,,"0.06, 0.07",0.065,0.0,0.0,29.6,0.0
Steve Hawes,32,PF,"ATL, SEA",77,1416,9.7,6.0,"0.041, 0.057",0.047,"0.0, 0",0.0,26.3,0.0
Rickey Brown,24,C,"GSW, ATL",76,1048,12.4,2.6,"0.039, 0.063",0.047,0.054,0.143,20.7,0.0
Ed Sherod,23,PG,NYK,64,1624,11.4,10.4,0.071,0.071,0.091,0.2,38.1,0.0
Dwight Jones,30,PF,"CHI, LAL",81,1164,8.8,-0.9,"0.056, 0.047",0.052,-0.008,0.653,24.7,0.0
Jeff Cook,26,PF,"PHO, CLE",75,1333,12.9,,"0.049, 0.061",0.054,0.0,0.0,25.8,0.0
Ray Tolbert,24,PF,"SEA, DET",73,1107,10.1,,"0.057, 0.053",0.055,0,0.0,29.7,0.0
Glen Gondrezick,27,PF,DEN,76,1130,13.5,9.1,0.074,0.074,0.072,0.267,40.6,0.0
Steve Mix,35,SF,"MIL, LAL",58,809,13.2,3.8,"0.074, 0.071",0.074,"0.0, 0.032",0.653,46.1,0.0
Foots Walker,31,PG,NJN,79,1388,11.4,10.5,0.061,0.061,0,0.0,36.5,0.0
M.L. Carr,32,SF,BOS,77,883,9.7,5.6,0.059,0.059,0.058,0.182,40.3,0.0
Alvin Scott,27,SF,PHO,81,1139,11.8,10.9,0.064,0.064,0.213,0.143,41.3,0.0
James Edwards,27,C,"CLE, PHO",31,667,14.4,15.2,"0.069, 0.079",0.074,0.297,0.143,35.7,0.0
Rory White,23,SF,PHO,65,626,14.7,10.3,0.08,0.08,0.201,0.143,51.7,0.0
Mike O'Koren,24,SF,NJN,46,803,13.4,1.2,0.072,0.072,0,0.0,43.1,0.0
Paul Mokeski,26,C,"CLE, MIL",73,1128,6.9,17.4,"0.046, 0.034",0.038,0.134,0.554,18.5,0.0
Roger Phegley,26,SG,SAS,62,599,13.0,16.6,0.062,0.062,0.137,0.573,40.1,0.0
Dave Robisch,33,C,DEN,61,711,10.3,2.9,0.057,0.057,0.023,0.267,31.3,0.0
Larry Kenon,30,PF,"CHI, GSW, CLE",48,770,13.2,,"0.006, 0.041, 0.062",0.051,0,0.0,15.2,0.0
Johnny High,25,SG,PHO,82,1155,8.6,13.6,0.047,0.047,0.266,0.143,30.4,0.0
Mike Evans,27,SG,DEN,42,695,8.9,11.4,0.049,0.049,0.09,0.267,26.9,24.0
Jeff Lamp,23,SF,POR,59,690,10.0,42.3,0.054,0.054,0.407,0.291,30.3,0.0
Earl Cureton,25,C,PHI,73,987,8.1,-1.3,0.045,0.045,-0.01,1.165,35.7,0.0
Len Elmore,30,C,NJN,74,975,8.2,18.3,0.044,0.044,0,0.0,26.3,0.0
Linton Townes,23,SF,POR,55,516,11.9,12.0,0.064,0.064,0.115,0.291,35.9,0.0
Rick Robey,27,C,BOS,59,855,8.6,-1.0,0.052,0.052,-0.01,0.182,35.5,0.0
Harvey Catchings,31,C,MIL,74,1554,9.8,11.3,0.048,0.048,0.087,0.554,29.9,48.2
Billy Paultz,34,C,"HOU, SAS",64,820,9.4,8.5,"0.066, 0.045",0.064,0.07,0.573,13.2,0.0
Don Buse,32,PG,POR,41,643,13.8,6.0,0.074,0.074,0.058,0.291,41.5,0.0
Charles Bradley,23,SG,BOS,51,532,8.7,0.0,0.052,0.052,0.0,0.182,35.5,0.0
Mike Sanders,22,SF,SAS,26,393,14.2,21.1,0.068,0.068,0.174,0.573,43.9,0.0
James Ray,25,PF,DEN,45,433,11.9,-2.3,0.065,0.065,-0.018,0.267,35.7,0.0
Darren Tillis,22,C,"BOS, CLE",52,526,11.6,,"0.009, 0.054",0.041,0.0,0.0,12.5,0.0
Hank McDowell,23,PF,"GSW, POR",56,505,10.1,7.9,"0.043, 0.055",0.052,0.076,0.291,27.1,0.0
Mike McGee,23,SF,LAL,39,381,9.4,7.1,0.05,0.05,0.059,0.653,35.4,0.0
Eddie Phillips,21,SF,NJN,48,416,7.5,22.0,0.04,0.04,0,0.0,23.9,0.0
Clay Johnson,26,SG,LAL,48,447,9.4,13.8,0.05,0.05,0.115,0.653,35.4,0.0
Billy Ray Bates,26,SG,"WSB, LAL",19,304,-7.3,,"0.051, -0.039",0.032,0.0,0.653,14.8,0.0
Keith Edmonson,22,SG,ATL,32,309,6.8,70.5,0.035,0.035,1.463,0.143,18.3,0.0
Joel Kramer,27,C,PHO,54,458,8.8,-10.3,0.048,0.048,-0.201,0.143,31.0,0.0
Mark Landsberger,27,PF,LAL,39,356,10.2,6.5,0.055,0.055,0.054,0.653,38.9,35.3
Ed Rains,26,SF,SAS,34,292,8.2,5.6,0.039,0.039,0.046,0.573,25.2,0.0
Joe Cooper,25,C,"LAL, WSB, SDC",20,333,11.6,,"-0.031, 0.037, 0.061",0.046,0.0,0.0,14.6,0.0
Mark McNamara,23,C,PHI,36,182,7.6,85.2,0.042,0.042,0.639,1.165,0.0,0.0
Audie Norris,22,C,POR,30,311,5.0,13.9,0.027,0.027,0.134,0.291,15.1,0.0
Charles Pittman,24,PF,PHO,28,170,6.8,0.0,0.037,0.037,0.0,0.143,0.0,0.0
Jim Johnstone,22,PF,"SAS, DET",23,191,5.6,,"0.008, 0.029",0.023,0.0,0.0,0.0,0.0
Robert Smith,27,PG,"SDC, SAS",12,68,7.8,24.1,"0.033, 0.037",0.035,0.199,0.573,0.0,0.0
Mike Davis,26,PF,NYK,8,28,21.1,0.0,0.131,0.131,0.0,0.2,0.0,0.0
