Player,Age,Position,Teams,Games,rsMinutesPlayed,psMinutesPlayed,rsPER,psPER,rsPCP,rsPCP_Adjusted,psPCP,TPS,rsPIM,psPIM
Juwan Howard,27,PF,"WAS, DAL",81,2974,391,16.6,10.9,"0.056, 0.077",0.063,0.113,0.3,25.2,0.0
Allan Houston,29,SG,NYK,78,2858,189,16.1,20.4,0.092,0.092,0.232,0.222,53.8,51.5
David Wesley,30,SG,CHH,82,3106,394,15.3,16.7,0.09,0.09,0.147,0.471,50.5,69.2
Sam Cassell,31,PG,MIL,76,2709,682,20.1,15.3,0.111,0.111,0.121,0.591,70.4,71.5
Shawn Marion,22,SF,PHO,79,2857,139,21.0,13.0,0.112,0.112,0.199,0.125,69.7,24.9
Latrell Sprewell,30,SF,NYK,77,3017,212,15.1,10.0,0.086,0.086,0.114,0.222,50.3,25.3
Clifford Robinson,34,PF,PHO,82,2751,114,14.8,13.3,0.079,0.079,0.203,0.125,49.1,25.4
Jason Kidd,27,PG,PHO,77,3065,166,19.4,15.3,0.103,0.103,0.234,0.125,64.1,29.2
Anthony Mason,34,PF,MIA,80,3254,98,17.4,3.1,0.104,0.104,0.165,0.0,63.4,0.0
Derek Anderson,26,SG,SAS,82,2859,194,17.1,4.3,0.08,0.08,0.033,0.518,56.6,17.1
Terrell Brandon,30,PG,MIN,78,2821,153,20.0,15.3,0.111,0.111,0.259,0.125,63.6,32.4
Brian Grant,28,C,MIA,82,2771,84,17.5,12.2,0.104,0.104,0.649,0.0,63.4,0.0
Darrell Armstrong,32,PG,ORL,75,2767,167,18.6,13.0,0.102,0.102,0.167,0.125,53.4,20.9
David Robinson,35,C,SAS,80,2371,409,23.7,24.5,0.111,0.111,0.188,0.518,78.5,97.4
Tim Hardaway,34,PG,MIA,77,2613,36,16.7,-4.8,0.1,0.1,-0.255,0.0,61.0,0.0
Wally Szczerbiak,23,SF,MIN,82,2856,143,15.8,15.0,0.087,0.087,0.254,0.125,49.9,31.8
Baron Davis,21,PG,CHH,82,3192,397,16.6,21.4,0.098,0.098,0.188,0.471,55.0,88.5
Steve Smith,31,SG,POR,81,2542,122,15.9,14.7,0.089,0.089,0.218,0.0,54.3,0.0
Donyell Marshall,27,SF,UTA,81,2326,160,19.9,10.6,0.106,0.106,0.158,0.222,68.5,35.1
Eddie Jones,29,SG,MIA,63,2282,108,18.8,18.8,0.112,0.112,1.0,0.0,68.3,0.0
Steve Nash,26,PG,DAL,70,2387,370,19.6,15.1,0.091,0.091,0.157,0.3,58.8,47.1
Antonio Davis,32,C,TOR,78,2729,485,16.5,19.3,0.076,0.076,0.143,0.412,43.5,58.9
Damon Stoudamire,27,PG,POR,82,2655,114,16.3,14.0,0.091,0.091,0.208,0.0,55.5,0.0
Jermaine O'Neal,22,C,IND,81,2641,157,17.5,12.1,0.101,0.101,0.17,0.125,50.5,21.2
Elden Campbell,32,PF,CHH,78,2337,287,16.4,14.2,0.097,0.097,0.125,0.471,54.4,58.9
Tony Delk,27,SG,PHO,82,2288,114,13.4,11.1,0.071,0.071,0.17,0.125,44.2,21.2
Rodney Rogers,29,SF,PHO,82,2183,82,14.6,4.8,0.078,0.078,0.073,0.125,48.5,0.0
Doug Christie,30,SG,SAC,81,2939,304,14.8,10.6,0.082,0.082,0.094,0.25,55.0,23.5
Mike Miller,20,SF,ORL,82,2390,112,13.2,12.5,0.073,0.073,0.16,0.125,38.3,20.0
Vlade Divac,32,C,SAC,81,2420,225,17.7,14.6,0.098,0.098,0.13,0.25,65.8,32.5
Tim Thomas,23,PF,MIL,76,2086,479,16.4,16.2,0.09,0.09,0.128,0.591,57.1,75.6
John Stockton,38,PG,UTA,82,2397,186,22.3,21.9,0.119,0.119,0.327,0.222,76.9,72.6
Bryon Russell,30,SF,UTA,78,2473,214,14.1,14.7,0.075,0.075,0.22,0.222,48.4,48.8
Travis Best,28,PG,IND,77,2457,163,16.7,14.2,0.097,0.097,0.199,0.125,48.5,24.9
Glen Rice,33,SF,NYK,75,2212,144,13.7,13.9,0.078,0.078,0.158,0.222,45.6,35.1
Aaron McKie,28,SG,PHI,76,2394,892,15.1,15.4,0.064,0.064,0.103,0.63,43.7,64.9
Lindsey Hunter,30,PG,MIL,82,2002,289,14.8,5.1,0.081,0.081,0.04,0.591,51.4,23.6
Austin Croshere,25,PF,IND,81,1874,129,14.3,10.1,0.083,0.083,0.142,0.125,41.5,17.8
Alvin Williams,26,SG,TOR,82,2394,486,15.2,12.4,0.07,0.07,0.092,0.412,40.1,37.9
Corliss Williamson,27,SF,"TOR, DET",69,1686,0,18.4,,"0.056, 0.095",0.071,0.0,0.0,34.0,0.0
Kurt Thomas,28,PF,NYK,77,2125,186,16.9,18.1,0.096,0.096,0.205,0.222,56.2,45.5
Anthony Peeler,31,SG,MIN,75,2126,137,12.6,3.8,0.07,0.07,0.064,0.125,40.1,8.0
Rick Fox,31,SF,LAL,82,2291,573,13.8,12.2,0.073,0.073,0.098,1.14,49.9,111.7
LaPhonso Ellis,30,PF,MIN,82,1948,77,16.0,7.2,0.089,0.089,0.122,0.125,51.0,0.0
Marcus Camby,26,C,NYK,63,2127,141,20.9,9.1,0.119,0.119,0.103,0.222,69.6,22.9
Dikembe Mutombo,34,C,"ATL, PHI",75,2591,981,19.6,19.7,"0.073, 0.083",0.076,0.132,0.63,34.2,0.0
Charles Oakley,37,PF,TOR,78,2767,391,11.6,10.9,0.054,0.054,0.081,0.412,30.9,33.4
Morris Peterson,23,SG,TOR,80,1809,110,14.1,17.3,0.065,0.065,0.129,0.412,37.2,53.1
Antonio Daniels,25,PG,SAS,79,2060,406,15.5,16.4,0.073,0.073,0.126,0.518,51.6,65.3
Howard Eisley,28,SG,DAL,82,2426,194,11.7,6.5,0.054,0.054,0.068,0.3,34.9,20.4
Tyrone Hill,32,PF,PHI,76,2363,742,12.4,8.4,0.052,0.052,0.056,0.63,35.5,35.3
Christian Laettner,31,PF,"DAL, WAS",78,1663,0,17.6,,"0.078, 0.062",0.073,0.0,0.0,38.8,0.0
Kevin Willis,38,C,"TOR, DEN",78,1830,0,14.1,,"0.071, 0.07",0.07,0.0,0.0,37.1,0.0
Scottie Pippen,35,SF,POR,64,2133,117,15.3,9.8,0.086,0.086,0.146,0.0,52.5,0.0
Jason Williams,25,PG,SAC,77,2290,191,12.8,10.4,0.071,0.071,0.092,0.25,47.6,23.0
Chauncey Billups,24,SG,MIN,77,1790,26,14.1,-1.2,0.078,0.078,-0.02,0.125,44.7,0.0
John Starks,35,SG,UTA,75,2122,36,9.3,4.5,0.049,0.049,0.067,0.222,31.7,0.0
George Lynch,30,SF,PHI,82,2649,222,12.4,12.4,0.052,0.052,0.083,0.63,35.5,52.3
P.J. Brown,31,C,CHH,80,2811,385,13.3,13.0,0.078,0.078,0.114,0.471,43.8,53.7
Othella Harrington,27,C,"VAN, NYK",74,1815,77,12.9,11.3,"0.069, 0.073",0.071,0.128,0.222,28.8,0.0
Horace Grant,35,PF,LAL,77,2390,423,14.3,10.9,0.076,0.076,0.087,1.14,51.9,99.2
John Amaechi,30,C,ORL,82,1710,29,8.7,19.4,0.048,0.048,0.249,0.125,25.2,0.0
Jim Jackson,30,SF,"ATL, CLE",56,1690,0,9.7,,"0.056, 0.051",0.053,0,0.0,18.2,0.0
Keon Clark,25,PF,"DEN, TOR",81,1720,103,19.2,11.6,"0.054, 0.089",0.074,0.086,0.412,40.3,0.0
Mark Jackson,35,PG,"TOR, NYK",83,2588,156,11.8,16.6,"0.075, 0.067",0.072,0.188,0.222,41.7,0.0
Pat Garrity,24,SF,ORL,76,1579,117,10.1,11.6,0.056,0.056,0.149,0.125,29.3,18.6
Bruce Bowen,29,SF,MIA,82,2685,58,8.1,3.2,0.048,0.048,0.17,0.0,29.3,0.0
Courtney Alexander,23,PG,"DAL, WAS",65,1382,0,14.2,,"0.032, 0.05",0.039,0.0,0.0,16.9,0.0
Arvydas Sabonis,36,C,POR,61,1299,104,18.4,17.1,0.103,0.103,0.254,0.0,62.8,0.0
Danny Manning,34,PF,UTA,82,1305,96,14.3,15.0,0.076,0.076,0.224,0.222,49.1,0.0
Al Harrington,20,PF,IND,78,1892,40,10.2,-4.8,0.059,0.059,-0.067,0.125,29.5,0.0
Bo Outlaw,29,PF,ORL,80,2534,134,15.7,14.0,0.086,0.086,0.18,0.125,45.1,22.5
Dale Davis,31,C,POR,81,2162,20,15.1,-2.4,0.085,0.085,-0.036,0.0,51.8,0.0
Shawn Bradley,28,C,DAL,82,2001,256,16.2,15.7,0.075,0.075,0.163,0.3,48.4,48.9
Terry Porter,37,PG,SAS,80,1678,326,15.5,12.9,0.073,0.073,0.099,0.518,51.6,51.3
Bobby Jackson,27,PG,SAC,79,1648,182,13.1,12.5,0.073,0.073,0.111,0.25,49.0,27.8
Hubert Davis,30,PG,"DAL, WAS",66,1692,0,12.8,,"0.042, 0.045",0.043,0.0,0.0,23.3,0.0
Tyrone Nesby,25,SF,"LAC, WAS",62,1556,0,9.0,,"0.045, 0.032",0.035,0,0.0,9.6,0.0
Jason Caffey,27,PF,MIL,70,1460,297,13.7,8.3,0.075,0.075,0.066,0.591,47.6,39.0
Scot Pollard,25,C,SAC,77,1658,141,15.0,17.0,0.083,0.083,0.151,0.25,55.7,37.8
Eddie Robinson,24,SF,CHH,67,1201,192,17.9,15.4,0.105,0.105,0.135,0.471,58.9,63.6
Jacque Vaughn,25,PG,UTA,82,1620,57,12.8,-2.8,0.068,0.068,-0.042,0.222,43.9,0.0
Rod Strickland,34,PG,"WAS, POR",54,1371,19,12.2,20.8,"0.062, 0.068",0.064,0.309,0.0,24.9,0.0
Eric Snow,27,PG,PHI,50,1740,717,13.9,11.8,0.059,0.059,0.079,0.63,40.3,49.8
Michael Doleac,23,C,ORL,77,1398,45,9.9,7.9,0.055,0.055,0.101,0.125,28.8,0.0
Anthony Carter,25,PG,MIA,72,1630,69,11.3,5.0,0.067,0.067,0.266,0.0,40.9,0.0
Danny Ferry,34,SF,SAS,80,1688,334,10.1,8.2,0.047,0.047,0.063,0.518,33.2,32.6
Nazr Mohammed,23,C,"PHI, ATL",58,912,0,20.3,,"0.065, 0.09",0.077,0.0,0.0,36.2,0.0
Malik Rose,26,PF,SAS,57,1219,215,14.8,8.7,0.07,0.07,0.067,0.518,49.5,34.7
Charlie Ward,30,PG,NYK,61,1492,86,14.5,4.7,0.082,0.082,0.053,0.222,48.0,0.0
Dell Curry,36,SG,TOR,71,956,182,14.4,13.2,0.067,0.067,0.098,0.412,38.4,40.4
Olden Polynice,36,C,UTA,81,1619,100,9.9,14.3,0.053,0.053,0.214,0.222,34.2,47.5
Brian Shaw,34,SG,LAL,80,1833,290,10.9,10.4,0.058,0.058,0.083,1.14,39.6,94.6
Monty Williams,29,SF,ORL,82,1211,14,11.0,28.3,0.061,0.061,0.363,0.125,32.0,0.0
Sean Elliott,32,SF,SAS,52,1229,239,12.4,7.6,0.058,0.058,0.058,0.518,41.0,30.0
Robert Horry,30,PF,LAL,79,1587,382,11.0,13.0,0.059,0.059,0.104,1.14,40.3,118.6
Scott Williams,32,C,MIL,66,1272,378,14.2,17.6,0.078,0.078,0.139,0.591,49.5,82.1
Jerome Williams,27,PF,"DET, TOR",59,1182,164,17.3,15.1,"0.077, 0.08",0.078,0.112,0.412,37.0,0.0
A.C. Green,37,PF,MIA,82,1411,21,11.2,6.9,0.067,0.067,0.367,0.0,40.9,0.0
Greg Ostertag,27,C,UTA,81,1491,64,13.3,3.7,0.071,0.071,0.055,0.222,45.9,0.0
Tom Gugliotta,31,PF,PHO,57,1159,86,11.1,8.3,0.059,0.059,0.127,0.125,36.7,0.0
Chris Childs,33,PG,"NYK, TOR",77,1859,380,8.8,11.7,"0.052, 0.041",0.048,0.087,0.412,28.1,0.0
Troy Hudson,24,PG,ORL,75,1008,56,10.2,10.3,0.056,0.056,0.132,0.125,29.3,0.0
Jamaal Magloire,22,C,CHH,74,1095,110,13.4,12.5,0.079,0.079,0.11,0.471,44.3,51.8
Roshown McLeod,25,SF,"ATL, PHI",35,922,0,0.9,,"0.047, 0.004",0.046,0.0,0.63,14.0,0.0
Brevin Knight,25,PG,"CLE, ATL",53,1457,0,12.9,,"0.034, 0.057",0.054,0,0.0,16.8,0.0
Samaki Walker,24,PF,SAS,61,963,76,12.2,5.7,0.057,0.057,0.044,0.518,40.3,0.0
Jon Barry,31,SG,SAC,62,1010,55,12.4,6.5,0.069,0.069,0.058,0.25,46.3,0.0
Corie Blount,32,PF,"PHO, GSW",68,1305,0,14.3,,"0.031, 0.064",0.049,0.0,0.0,15.9,0.0
Stacey Augmon,32,SG,POR,66,1182,28,12.3,14.2,0.069,0.069,0.211,0.0,42.1,0.0
Avery Johnson,35,PG,SAS,55,1290,281,11.5,9.2,0.054,0.054,0.071,0.518,38.2,36.8
Ron Harper,37,PG,LAL,47,1139,42,12.5,18.7,0.067,0.067,0.15,1.14,45.8,0.0
Jumaine Jones,21,SF,PHI,65,866,447,14.2,11.9,0.06,0.06,0.08,0.63,41.0,50.4
Mario Elie,37,SG,PHO,68,1506,103,9.3,12.7,0.049,0.049,0.194,0.125,30.5,24.2
Cherokee Parks,28,C,"WAS, LAC",65,1054,0,12.5,,"0.046, 0.066",0.062,0,0.0,22.1,0.0
Calvin Booth,24,C,"WAS, DAL",55,933,137,18.9,12.0,"0.052, 0.088",0.062,0.125,0.3,24.3,0.0
Lawrence Funderburke,30,PF,SAC,59,698,17,16.1,20.6,0.089,0.089,0.183,0.25,59.7,0.0
Sam Mitchell,37,SF,MIN,82,983,50,8.2,2.3,0.045,0.045,0.039,0.125,25.8,0.0
Greg Anthony,33,PG,POR,58,856,17,12.0,2.6,0.067,0.067,0.039,0.0,40.9,0.0
Derrick Coleman,33,PF,CHH,34,683,88,13.8,9.9,0.081,0.081,0.087,0.471,45.4,0.0
Dan Majerle,35,SG,MIA,53,1306,71,9.4,8.9,0.056,0.056,0.473,0.0,34.2,0.0
Ervin Johnson,33,C,MIL,82,1981,577,11.2,14.3,0.062,0.062,0.113,0.591,39.3,66.8
Paul McPherson,22,PG,"PHO, GSW",55,595,0,16.7,,"0.057, 0.074",0.064,0.0,0.0,27.4,0.0
Andrew DeClercq,27,C,ORL,67,903,54,12.8,14.4,0.07,0.07,0.185,0.125,36.7,0.0
Cedric Ceballos,31,SF,"DET, MIA",40,559,15,16.4,7.0,"0.067, 0.098",0.088,0.372,0.0,48.8,0.0
Todd MacCulloch,25,C,PHI,63,597,109,18.3,24.3,0.077,0.077,0.163,0.63,52.6,102.7
Erick Strickland,27,PG,"NYK, VAN",50,830,0,13.1,,"0.048, 0.077",0.061,0.0,0.0,25.2,0.0
Tracy Murray,29,SF,"DEN, TOR",51,588,5,11.9,-13.0,"0.048, 0.055",0.053,-0.097,0.412,29.5,0.0
Jake Tsakalidis,21,C,PHO,57,947,75,9.6,10.1,0.051,0.051,0.154,0.125,31.7,0.0
Reggie Slater,30,PF,MIN,55,686,52,14.1,5.7,0.078,0.078,0.097,0.125,44.7,0.0
Vinny Del Negro,34,PG,"GSW, PHO",65,922,26,14.7,14.6,"0.031, 0.078",0.057,0.223,0.125,29.7,0.0
Mark Strickland,30,SF,"DEN, NJN",55,719,0,8.2,,"0.066, 0.04",0.062,0,0.0,29.0,0.0
Eddie House,22,PG,MIA,50,550,64,11.6,13.8,0.069,0.069,0.734,0.0,42.1,0.0
Jeff Foster,24,C,IND,71,1152,52,12.5,6.5,0.072,0.072,0.091,0.125,36.0,0.0
Rodney Buford,23,SF,PHI,47,573,72,11.3,7.4,0.048,0.048,0.049,0.63,32.8,0.0
Sam Perkins,39,PF,IND,64,999,19,11.1,1.5,0.064,0.064,0.021,0.125,32.0,0.0
Greg Buckner,24,SG,DAL,37,820,75,12.1,19.4,0.056,0.056,0.202,0.3,36.2,0.0
Derek Fisher,26,PG,LAL,20,709,576,14.0,15.6,0.075,0.075,0.125,1.14,51.2,142.5
Kevin Ollie,28,PG,"NJN, PHI",70,925,123,11.4,10.0,"0.027, 0.048",0.042,0.067,0.63,26.2,0.0
Matt Geiger,31,C,PHI,35,542,100,11.5,13.2,0.049,0.049,0.088,0.63,33.5,55.4
Don Reid,27,PF,ORL,65,764,25,13.1,18.4,0.072,0.072,0.236,0.125,37.7,0.0
Vernon Maxwell,35,PG,"PHI, DAL",43,660,43,4.9,-1.2,"0.034, 0.023",0.029,-0.012,0.3,19.5,0.0
Larry Robinson,33,PG,"CLE, ATL",34,632,0,11.9,,"-0.287, 0.053",0.043,0,0.0,12.6,0.0
Jonathan Bender,20,SF,IND,59,574,4,7.6,-14.8,0.044,0.044,-0.208,0.125,22.0,0.0
Hersey Hawkins,34,SG,CHH,59,681,50,14.3,14.8,0.084,0.084,0.13,0.471,47.1,0.0
Devean George,23,SF,LAL,59,593,27,6.2,10.5,0.033,0.033,0.084,1.14,22.5,0.0
Steve Kerr,35,PG,SAS,55,650,101,10.6,12.8,0.05,0.05,0.098,0.518,35.4,50.8
David Benoit,32,SF,UTA,49,446,61,11.1,10.8,0.059,0.059,0.161,0.222,38.1,0.0
Dean Garrett,34,C,MIN,70,831,41,12.5,10.9,0.069,0.069,0.185,0.125,39.5,0.0
Alonzo Mourning,30,C,MIA,13,306,91,24.6,12.6,0.147,0.147,0.67,0.0,89.7,0.0
Daniel Santiago,24,C,PHO,54,581,12,7.9,10.5,0.042,0.042,0.161,0.125,26.1,0.0
Loy Vaught,32,PF,"DAL, WAS",51,549,0,16.8,,"0.055, 0.059",0.056,0.0,0.0,29.5,0.0
William Avery,21,PG,MIN,55,463,12,9.0,28.3,0.05,0.05,0.48,0.125,28.6,0.0
Mark Pope,28,PF,MIL,63,942,46,7.2,13.6,0.04,0.04,0.108,0.591,25.4,0.0
Elliot Perry,31,PG,"ORL, PHO",49,499,17,12.0,41.5,"0.041, 0.064",0.061,0.635,0.125,37.6,0.0
Derrick McKey,34,SF,IND,66,987,35,8.3,11.3,0.048,0.048,0.159,0.125,24.0,0.0
Otis Thorpe,38,PF,CHH,49,647,57,7.6,1.0,0.045,0.045,0.009,0.471,25.2,0.0
Mark Madsen,25,PF,LAL,70,641,48,9.2,1.3,0.049,0.049,0.01,1.14,33.5,0.0
Tyronn Lue,23,PG,LAL,38,468,131,8.7,8.9,0.046,0.046,0.071,1.14,31.4,80.9
Anthony Johnson,26,PG,"ATL, CLE",53,511,0,9.1,,"0.032, 0.048",0.04,0,0.0,13.9,0.0
Greg Foster,32,C,LAL,62,451,3,9.5,-1.0,0.051,0.051,-0.008,1.14,34.8,0.0
Doug Overton,31,PG,"BOS, CHH, NJN",21,475,0,8.9,,"0.027, 0.011, 0.043",0.035,0.0,0.0,12.3,0.0
Eric Montross,29,C,"DET, TOR",54,649,31,8.1,8.7,"0.026, 0.037",0.028,0.065,0.412,12.6,0.0
Darvin Ham,27,SF,MIL,29,540,132,10.1,9.1,0.056,0.056,0.072,0.591,35.5,42.6
Tyus Edney,27,PG,IND,24,263,10,16.6,10.8,0.096,0.096,0.152,0.125,48.0,0.0
Detlef Schrempf,38,SF,POR,26,397,32,9.8,15.4,0.055,0.055,0.229,0.0,33.6,0.0
Darrick Martin,29,PG,SAC,31,176,9,17.0,-20.4,0.094,0.094,-0.181,0.25,0.0,0.0
Eldridge Recasner,33,PG,CHH,43,403,9,6.2,13.6,0.037,0.037,0.119,0.471,20.8,0.0
Chucky Brown,32,SF,"GSW, CLE",26,339,0,8.7,,"0.06, 0.046",0.049,0,0.0,15.8,0.0
Obinna Ekezie,25,PF,"WAS, DAL",33,281,0,-20.0,,"0.047, -0.093",0.03,0.0,0.3,2.3,0.0
DeShawn Stevenson,19,SG,UTA,40,293,8,4.3,1.1,0.023,0.023,0.016,0.222,14.9,0.0
Rafer Alston,24,PG,MIL,37,288,8,12.1,-14.2,0.067,0.067,-0.112,0.591,42.5,0.0
Duane Causwell,32,C,MIA,31,384,5,4.8,-2.0,0.029,0.029,-0.106,0.0,17.7,0.0
Chris Dudley,35,C,PHO,53,613,26,7.2,3.0,0.038,0.038,0.046,0.125,23.6,0.0
John Crotty,31,PG,UTA,31,264,19,7.2,13.1,0.038,0.038,0.196,0.222,24.5,0.0
Bill Curley,28,PF,"DAL, GSW",20,192,0,12.1,,"-0.039, 0.054",0.031,0.0,0.0,0.0,0.0
Dee Brown,32,PG,ORL,7,155,54,9.0,14.0,0.05,0.05,0.18,0.125,0.0,0.0
Rick Brunson,28,PG,"BOS, NYK",22,208,4,7.8,9.1,"0.029, 0.044",0.039,0.103,0.222,21.6,0.0
Shawnelle Scott,28,C,SAS,27,144,13,12.0,-11.5,0.056,0.056,-0.088,0.518,0.0,0.0
Felton Spencer,33,C,NYK,18,113,4,13.5,-9.7,0.077,0.077,-0.11,0.222,0.0,0.0
Michael Stewart,25,C,TOR,26,123,4,8.7,0.0,0.04,0.04,0.0,0.412,0.0,0.0
Antonio Harvey,30,PF,POR,12,72,14,17.0,-3.6,0.095,0.095,-0.053,0.0,0.0,0.0
Travis Knight,26,C,NYK,45,256,1,0.9,-19.5,0.005,0.005,-0.221,0.222,2.9,0.0
Joel Przybilla,21,C,MIL,33,270,2,5.9,0.0,0.032,0.032,0.0,0.591,20.3,0.0
Wang Zhizhi,23,C,DAL,5,38,23,14.9,16.3,0.069,0.069,0.169,0.3,0.0,0.0
Mark Bryant,35,PF,DAL,18,101,34,2.1,3.0,0.01,0.01,0.031,0.3,0.0,0.0
Scott Burrell,30,SF,CHH,4,41,12,12.8,30.6,0.075,0.075,0.269,0.471,0.0,0.0
Sean Colson,25,PG,"ATL, HOU",13,44,0,14.9,,"-0.047, 0.079",0.05,0,0.0,0.0,0.0
Will Perdue,35,C,POR,13,58,5,18.5,2.8,0.104,0.104,0.042,0.0,0.0,0.0
Raja Bell,24,SG,PHI,5,30,124,-0.6,13.1,-0.003,-0.003,0.088,0.63,0.0,55.4
Garth Joseph,27,C,"TOR, DEN",4,16,0,-21.3,,"0.052, -0.105",-0.026,0.0,0.0,0.0,0.0
Anthony Miller,29,PF,"ATL, HOU, PHI",4,11,0,0.0,,"0.021, -0.033, 0.0",0.002,0.0,0.63,0.0,0.0
